Drug A,Drug B,Cell Line Name,Score
Vorinostat,Celecoxib,K-562,-5.0
Fulvestrant,Vorinostat,A549/ATCC,1.2222222222222223
Zoledronic acid,Romidepsin,A549/ATCC,3.0
Sirolimus,Tretinoin,DU-145,-8.777777777777779
Vorinostat,Paclitaxel,MDA-MB-231/ATCC,-4.4444444444444455
Dasatinib,Vorinostat,T-47D,3.5555555555555562
Mitotane,Tretinoin,SF-539,-1.1111111111111112
Megestrol acetate,Lenalidomide,SK-MEL-5,-22.88888888888889
Sirolimus,Mitotane,LOX IMVI,-2.333333333333333
Azacitidine,Cladribine,T-47D,-0.5555555555555556
Romidepsin,Paclitaxel,OVCAR-4,-4.2222222222222205
Vorinostat,Paclitaxel,RPMI-8226,-47.22222222222222
Docetaxel,Fulvestrant,SNB-75,5.0
Vorinostat,Paclitaxel,NCI-H522,-9.666666666666666
Zoledronic acid,Celecoxib,SR,-6.222222222222222
Everolimus,Dasatinib,MDA-MB-468,1.8888888888888888
Mitotane,Sirolimus,NCI-H522,-1.4444444444444444
Fulvestrant,Azacitidine,SK-MEL-28,3.111111111111111
Azacitidine,Sirolimus,T-47D,-13.0
Sirolimus,Celecoxib,SF-268,-0.5555555555555556
Decitabine,Paclitaxel,A498,-20.88888888888889
Sirolimus,Nilotinib,A549/ATCC,-10.777777777777779
Docetaxel,Paclitaxel,SF-268,-5.666666666666668
Paclitaxel,Cladribine,OVCAR-4,-12.333333333333336
Everolimus,Sirolimus,IGROV1,5.0
Fulvestrant,Romidepsin,SK-OV-3,-2.333333333333333
Dasatinib,Sirolimus,U251,3.6666666666666665
Fulvestrant,Cladribine,SF-268,-2.2222222222222223
Zoledronic acid,Dasatinib,SK-OV-3,-0.2222222222222222
Docetaxel,Tretinoin,LOX IMVI,15.444444444444445
Dasatinib,Azacitidine,OVCAR-4,-4.333333333333333
Mitotane,Docetaxel,MDA-MB-231/ATCC,1.7777777777777777
Azacitidine,Tretinoin,BT-549,-0.5555555555555556
Zoledronic acid,Azacitidine,PC-3,-0.5555555555555556
Dasatinib,Docetaxel,NCI-H460,-1.0
Mitotane,Nilotinib,MDA-MB-468,2.4444444444444446
Paclitaxel,Tretinoin,SF-539,34.55555555555556
Dasatinib,Vorinostat,K-562,12.222222222222221
Thalidomide,Tretinoin,SK-OV-3,-3.888888888888889
Everolimus,Vorinostat,SF-539,-4.2222222222222205
Zoledronic acid,Vorinostat,SNB-75,1.5555555555555556
Everolimus,Celecoxib,BT-549,-3.333333333333333
Romidepsin,Tretinoin,SK-MEL-5,-5.111111111111111
Megestrol acetate,Gefitinib,LOX IMVI,-8.0
Zoledronic acid,Cladribine,U251,-2.888888888888889
Azacitidine,Cladribine,PC-3,-4.888888888888889
Mitotane,Paclitaxel,RPMI-8226,-13.222222222222221
Zoledronic acid,Azacitidine,IGROV1,-3.2222222222222223
Sirolimus,Tretinoin,UACC-257,-3.111111111111111
Docetaxel,Fulvestrant,DU-145,28.222222222222207
Zoledronic acid,Celecoxib,SK-MEL-5,-9.111111111111107
Mitotane,Tretinoin,T-47D,8.888888888888891
Romidepsin,Paclitaxel,BT-549,0.5555555555555556
Romidepsin,Docetaxel,OVCAR-8,-0.6666666666666666
Vorinostat,Nilotinib,MDA-MB-231/ATCC,-19.777777777777786
Thalidomide,Paclitaxel,UACC-62,8.777777777777779
Mitotane,Dasatinib,UACC-62,2.0
Zoledronic acid,Romidepsin,CAKI-1,-9.444444444444443
Dasatinib,Sirolimus,A498,4.888888888888889
Vorinostat,Nilotinib,A549/ATCC,-11.666666666666664
Zoledronic acid,Docetaxel,MCF7,5.4444444444444455
Tretinoin,Celecoxib,SK-MEL-28,-10.0
Vorinostat,Docetaxel,OVCAR-3,-10.222222222222221
Zoledronic acid,Dasatinib,PC-3,-1.7777777777777777
Azacitidine,Sirolimus,LOX IMVI,0.7777777777777778
Zoledronic acid,Tretinoin,A498,-6.666666666666668
Decitabine,Mitotane,U251,0.4444444444444444
Docetaxel,Tretinoin,SW-620,13.888888888888893
Tretinoin,Cladribine,IGROV1,2.333333333333333
Docetaxel,Cladribine,HCT-116,-6.777777777777778
Paclitaxel,Tretinoin,HCT-116,12.666666666666664
Fulvestrant,Sirolimus,HCT-15,-4.333333333333333
Docetaxel,Celecoxib,MDA-MB-231/ATCC,13.333333333333336
Vorinostat,Paclitaxel,LOX IMVI,-0.7777777777777778
Azacitidine,Nilotinib,HCT-116,-6.777777777777778
Fulvestrant,Cladribine,A549/ATCC,-3.5555555555555562
Zoledronic acid,Vorinostat,SW-620,0.7777777777777778
Vorinostat,Celecoxib,SNB-75,-5.222222222222221
Vorinostat,Romidepsin,HS 578T,4.333333333333333
Fulvestrant,Vorinostat,MDA-MB-231/ATCC,-4.888888888888889
Sirolimus,Cladribine,MDA-MB-231/ATCC,1.8888888888888888
Mitotane,Celecoxib,MDA-MB-468,-0.2222222222222222
Zoledronic acid,Docetaxel,NCI-H460,13.0
Tretinoin,Cladribine,BT-549,-4.666666666666667
Dasatinib,Nilotinib,HCT-116,-4.0
Docetaxel,Sirolimus,SK-MEL-5,5.222222222222221
Vorinostat,Azacitidine,SF-539,0.1111111111111111
Cladribine,Celecoxib,HCT-15,-3.2222222222222223
Docetaxel,Tretinoin,UACC-62,19.22222222222221
Zoledronic acid,Celecoxib,UACC-257,-4.888888888888889
Vorinostat,Romidepsin,RPMI-8226,9.555555555555557
Nilotinib,Mitotane,IGROV1,-5.222222222222221
Nilotinib,Celecoxib,U251,-7.0
Dasatinib,Celecoxib,OVCAR-3,9.444444444444443
Mitotane,Everolimus,SW-620,6.333333333333332
Everolimus,Celecoxib,SF-268,-5.777777777777778
Fulvestrant,Dasatinib,MCF7,-6.4444444444444455
Sirolimus,Celecoxib,KM12,0.8888888888888888
Paclitaxel,Nilotinib,SK-MEL-28,-10.111111111111107
Vorinostat,Paclitaxel,SF-539,-8.777777777777779
Zoledronic acid,Tretinoin,SF-539,-0.5555555555555556
Azacitidine,Cladribine,UACC-62,6.1111111111111125
Docetaxel,Sirolimus,K-562,5.222222222222221
Nilotinib,Celecoxib,OVCAR-3,-7.555555555555554
Sirolimus,Cladribine,A498,-6.666666666666668
Everolimus,Vorinostat,OVCAR-3,-15.333333333333336
Zoledronic acid,Everolimus,SK-MEL-5,-6.0
Romidepsin,Celecoxib,RPMI-8226,1.6666666666666667
Docetaxel,Tretinoin,PC-3,5.8888888888888875
Nilotinib,Celecoxib,SK-OV-3,-7.777777777777778
Azacitidine,Nilotinib,NCI-H460,-0.1111111111111111
Dasatinib,Romidepsin,U251,-3.4444444444444446
Dasatinib,Nilotinib,LOX IMVI,-10.222222222222221
Decitabine,Paclitaxel,SW-620,2.7777777777777777
Dasatinib,Azacitidine,UACC-62,0.8888888888888888
Zoledronic acid,Paclitaxel,LOX IMVI,6.0
Romidepsin,Nilotinib,UACC-62,-15.888888888888893
Zoledronic acid,Nilotinib,IGROV1,-2.2222222222222223
Romidepsin,Paclitaxel,KM12,4.777777777777779
Vorinostat,Tretinoin,OVCAR-8,-7.8888888888888875
Romidepsin,Docetaxel,HS 578T,3.0
Vorinostat,Nilotinib,SF-268,-42.55555555555557
Everolimus,Celecoxib,KM12,-5.333333333333333
Vorinostat,Cladribine,SK-MEL-28,-1.6666666666666667
Fulvestrant,Paclitaxel,MCF7,-4.2222222222222205
Zoledronic acid,Paclitaxel,SK-MEL-28,-1.4444444444444444
Romidepsin,Celecoxib,DU-145,-4.111111111111111
Fulvestrant,Cladribine,SK-OV-3,-6.1111111111111125
Mitotane,Dasatinib,SK-MEL-28,-1.6666666666666667
Everolimus,Docetaxel,MDA-MB-231/ATCC,5.0
Zoledronic acid,Cladribine,NCI-H460,1.4444444444444444
Fulvestrant,Cladribine,SW-620,0.3333333333333333
Zoledronic acid,Vorinostat,OVCAR-4,2.0
Dasatinib,Tretinoin,HS 578T,3.888888888888889
Zoledronic acid,Romidepsin,SR,4.333333333333333
Mitotane,Docetaxel,SK-MEL-5,3.4444444444444446
Vorinostat,Azacitidine,SK-MEL-28,-12.555555555555555
Cladribine,Celecoxib,SF-539,-10.111111111111107
Everolimus,Sirolimus,MDA-MB-231/ATCC,1.2222222222222223
Sirolimus,Tretinoin,KM12,-2.7777777777777777
Mitotane,Dasatinib,HS 578T,2.1111111111111107
Azacitidine,Fulvestrant,OVCAR-8,-3.888888888888889
Romidepsin,Nilotinib,OVCAR-4,-10.444444444444443
Zoledronic acid,Romidepsin,UACC-257,0.3333333333333333
Romidepsin,Cladribine,NCI-H460,-0.5555555555555556
Mitotane,Nilotinib,NCI-H460,-1.1111111111111112
Zoledronic acid,Cladribine,MDA-MB-468,1.0
Everolimus,Tretinoin,SF-268,-2.6666666666666665
Fulvestrant,Celecoxib,SW-620,-5.5555555555555545
Zoledronic acid,Everolimus,SK-MEL-28,3.333333333333333
Mitotane,Sirolimus,SF-295,-1.0
Decitabine,Paclitaxel,RPMI-8226,-12.666666666666664
Thalidomide,Docetaxel,HCT-15,-0.1111111111111111
Sirolimus,Celecoxib,SK-OV-3,4.4444444444444455
Fulvestrant,Celecoxib,NCI-H23,-3.0
Mitotane,Cladribine,SK-OV-3,-1.7777777777777777
Romidepsin,Tretinoin,HS 578T,1.3333333333333333
Mitotane,Dasatinib,SW-620,-0.6666666666666666
Decitabine,Sirolimus,A498,-0.2222222222222222
Dasatinib,Romidepsin,HCT-116,-2.4444444444444446
Decitabine,Paclitaxel,UACC-62,-8.333333333333334
Thalidomide,Mitotane,MCF7,-0.7777777777777778
Mitotane,Nilotinib,SW-620,0.8888888888888888
Mitotane,Everolimus,HS 578T,17.88888888888889
Mitotane,Nilotinib,SK-OV-3,-8.444444444444445
Everolimus,Tretinoin,NCI-H522,-2.5555555555555562
Vorinostat,Azacitidine,KM12,-1.6666666666666667
Tretinoin,Celecoxib,SR,-6.5555555555555545
Decitabine,Docetaxel,KM12,-13.333333333333336
Mitotane,Dasatinib,IGROV1,1.2222222222222223
Fulvestrant,Everolimus,NCI-H460,7.333333333333332
Azacitidine,Tretinoin,A549/ATCC,-1.2222222222222223
Romidepsin,Docetaxel,K-562,-0.8888888888888888
Fulvestrant,Cladribine,MDA-MB-231/ATCC,-0.2222222222222222
Fulvestrant,Azacitidine,NCI-H460,-1.5555555555555556
Fulvestrant,Celecoxib,SF-539,-3.333333333333333
Decitabine,Docetaxel,HS 578T,-5.777777777777778
Everolimus,Azacitidine,MDA-MB-231/ATCC,2.1111111111111107
Vorinostat,Azacitidine,NCI-H522,0.7777777777777778
Zoledronic acid,Tretinoin,SF-295,-2.4444444444444446
Everolimus,Azacitidine,A498,3.7777777777777777
Thalidomide,Azacitidine,KM12,2.2222222222222223
Zoledronic acid,Tretinoin,MCF7,-1.5555555555555556
Azacitidine,Fulvestrant,MDA-MB-468,-1.4444444444444444
Vorinostat,Sirolimus,PC-3,-4.888888888888889
Romidepsin,Cladribine,SF-268,-3.111111111111111
Everolimus,Docetaxel,UACC-62,5.5555555555555545
Megestrol acetate,Lenalidomide,HS 578T,-8.333333333333334
Nilotinib,Tretinoin,MDA-MB-231/ATCC,-6.0
Dasatinib,Nilotinib,HS 578T,-0.1111111111111111
Azacitidine,Cladribine,UACC-257,1.2222222222222223
Everolimus,Tretinoin,PC-3,2.4444444444444446
Zoledronic acid,Docetaxel,HOP-92,-3.333333333333333
Zoledronic acid,Docetaxel,MDA-MB-468,-3.4444444444444446
Romidepsin,Sirolimus,SK-MEL-5,1.7777777777777777
Thalidomide,Cladribine,A498,-5.333333333333333
Zoledronic acid,Sirolimus,MDA-MB-231/ATCC,-1.1111111111111112
Romidepsin,Docetaxel,OVCAR-4,0.7777777777777778
Vorinostat,Nilotinib,SK-MEL-5,-4.333333333333333
Fulvestrant,Nilotinib,SNB-75,-7.1111111111111125
Dasatinib,Cladribine,U251,-7.0
Romidepsin,Nilotinib,OVCAR-3,-13.666666666666664
Everolimus,Cladribine,BT-549,-2.5555555555555562
Thalidomide,Paclitaxel,OVCAR-3,16.444444444444443
Docetaxel,Cladribine,MDA-MB-468,-0.8888888888888888
Docetaxel,Nilotinib,KM12,18.11111111111111
Fulvestrant,Dasatinib,T-47D,0.4444444444444444
Mitotane,Celecoxib,HOP-92,-5.666666666666668
Zoledronic acid,Nilotinib,UACC-62,-0.1111111111111111
Gefitinib,Lenalidomide,T-47D,-1.0
Vorinostat,Nilotinib,UACC-257,-6.777777777777778
Mitotane,Celecoxib,OVCAR-8,0.1111111111111111
Paclitaxel,Celecoxib,HS 578T,37.77777777777778
Megestrol acetate,Lenalidomide,SF-539,-2.888888888888889
Zoledronic acid,Nilotinib,HS 578T,-3.888888888888889
Zoledronic acid,Vorinostat,HCT-116,-8.444444444444445
Paclitaxel,Sirolimus,SK-MEL-5,-10.666666666666666
Zoledronic acid,Dasatinib,BT-549,-5.0
Dasatinib,Tretinoin,T-47D,-1.8888888888888888
Mitotane,Tretinoin,DU-145,2.0
Fulvestrant,Nilotinib,LOX IMVI,-5.0
Vorinostat,Celecoxib,HCT-116,-2.888888888888889
Docetaxel,Sirolimus,RPMI-8226,4.5555555555555545
Docetaxel,Paclitaxel,A498,2.2222222222222223
Zoledronic acid,Cladribine,OVCAR-8,-0.3333333333333333
Thalidomide,Docetaxel,OVCAR-3,-15.0
Thalidomide,Mitotane,SF-539,-6.333333333333332
Thalidomide,Mitotane,CAKI-1,-2.333333333333333
Nilotinib,Cladribine,T-47D,-5.777777777777778
Romidepsin,Cladribine,UACC-62,-4.777777777777779
Mitotane,Tretinoin,U251,-3.4444444444444446
Docetaxel,Cladribine,KM12,2.888888888888889
Mitotane,Paclitaxel,SW-620,1.5555555555555556
Decitabine,Mitotane,ACHN,-5.0
Paclitaxel,Celecoxib,BT-549,27.88888888888889
Azacitidine,Celecoxib,HS 578T,-6.1111111111111125
Docetaxel,Fulvestrant,SF-539,32.44444444444444
Mitotane,Azacitidine,SK-OV-3,-6.8888888888888875
Everolimus,Tretinoin,HS 578T,2.5555555555555562
Docetaxel,Sirolimus,PC-3,3.111111111111111
Tretinoin,Cladribine,HCT-116,-12.777777777777779
Azacitidine,Sirolimus,MDA-MB-468,-3.5555555555555562
Tretinoin,Cladribine,T-47D,-3.7777777777777777
Thalidomide,Azacitidine,SF-295,-1.6666666666666667
Everolimus,Paclitaxel,SK-MEL-28,-1.6666666666666667
Mitotane,Paclitaxel,UACC-257,-10.444444444444443
Docetaxel,Tretinoin,BT-549,25.11111111111111
Azacitidine,Paclitaxel,BT-549,1.0
Everolimus,Tretinoin,MDA-MB-231/ATCC,-1.5555555555555556
Romidepsin,Sirolimus,A498,1.4444444444444444
Zoledronic acid,Paclitaxel,IGROV1,-2.888888888888889
Paclitaxel,Cladribine,RPMI-8226,26.222222222222207
Romidepsin,Celecoxib,OVCAR-8,-1.0
Fulvestrant,Dasatinib,SNB-75,6.222222222222222
Everolimus,Sirolimus,T-47D,-6.333333333333332
Dasatinib,Cladribine,MCF7,-1.2222222222222223
Mitotane,Nilotinib,A549/ATCC,-3.0
Thalidomide,Cladribine,SF-539,-9.111111111111107
Everolimus,Dasatinib,K-562,-2.7777777777777777
Everolimus,Nilotinib,IGROV1,-10.333333333333334
Zoledronic acid,Cladribine,SW-620,-2.333333333333333
Mitotane,Docetaxel,U251,6.1111111111111125
Mitotane,Celecoxib,IGROV1,-1.4444444444444444
Paclitaxel,Cladribine,DU-145,1.7777777777777777
Everolimus,Tretinoin,HCT-15,-6.1111111111111125
Vorinostat,Cladribine,T-47D,-4.666666666666667
Everolimus,Celecoxib,RPMI-8226,5.333333333333333
Vorinostat,Romidepsin,MDA-MB-468,5.333333333333333
Sirolimus,Cladribine,HS 578T,-10.888888888888893
Vorinostat,Celecoxib,HS 578T,-1.6666666666666667
Tretinoin,Celecoxib,K-562,-6.4444444444444455
Decitabine,Sirolimus,U251,-2.333333333333333
Vorinostat,Docetaxel,MDA-MB-468,-3.7777777777777777
Zoledronic acid,Everolimus,MDA-MB-231/ATCC,1.2222222222222223
Dasatinib,Paclitaxel,SF-539,-1.3333333333333333
Everolimus,Docetaxel,MCF7,2.2222222222222223
Azacitidine,Docetaxel,SK-MEL-5,2.5555555555555562
Mitotane,Sirolimus,MDA-MB-231/ATCC,-1.5555555555555556
Everolimus,Celecoxib,DU-145,-4.2222222222222205
Zoledronic acid,Celecoxib,HS 578T,-5.222222222222221
Docetaxel,Cladribine,RPMI-8226,-3.888888888888889
Thalidomide,Paclitaxel,CAKI-1,-2.888888888888889
Fulvestrant,Nilotinib,SF-268,-3.4444444444444446
Everolimus,Nilotinib,OVCAR-3,-3.0
Dasatinib,Docetaxel,HS 578T,-1.0
Zoledronic acid,Everolimus,K-562,-7.0
Everolimus,Dasatinib,T-47D,-7.555555555555554
Mitotane,Azacitidine,ACHN,-2.1111111111111107
Tretinoin,Cladribine,UACC-62,6.1111111111111125
Everolimus,Dasatinib,MDA-MB-231/ATCC,1.1111111111111112
Megestrol acetate,Gefitinib,MCF7,-10.222222222222221
Docetaxel,Sirolimus,SW-620,4.666666666666667
Vorinostat,Sirolimus,RPMI-8226,-1.0
Dasatinib,Tretinoin,SF-539,8.0
Fulvestrant,Vorinostat,SK-OV-3,-9.222222222222221
Zoledronic acid,Docetaxel,HCT-116,-9.0
Decitabine,Azacitidine,LOX IMVI,-4.777777777777779
Thalidomide,Cladribine,LOX IMVI,-9.0
Mitotane,Azacitidine,UACC-62,0.5555555555555556
Tretinoin,Cladribine,LOX IMVI,-10.555555555555557
Everolimus,Azacitidine,HS 578T,-6.1111111111111125
Vorinostat,Paclitaxel,KM12,1.6666666666666667
Docetaxel,Fulvestrant,OVCAR-3,16.88888888888889
Azacitidine,Sirolimus,HS 578T,2.5555555555555562
Paclitaxel,Tretinoin,KM12,19.22222222222221
Docetaxel,Cladribine,PC-3,-5.5555555555555545
Fulvestrant,Nilotinib,OVCAR-8,-3.5555555555555562
Dasatinib,Romidepsin,SNB-75,-7.222222222222222
Mitotane,Docetaxel,K-562,14.111111111111107
Mitotane,Paclitaxel,K-562,-1.8888888888888888
Vorinostat,Sirolimus,HCT-116,-6.5555555555555545
Azacitidine,Paclitaxel,IGROV1,-3.5555555555555562
Romidepsin,Cladribine,SK-MEL-5,8.777777777777779
Fulvestrant,Tretinoin,SF-539,4.2222222222222205
Vorinostat,Celecoxib,SW-620,-5.222222222222221
Everolimus,Cladribine,SK-MEL-28,-14.333333333333336
Megestrol acetate,Lenalidomide,SR,-15.444444444444445
Decitabine,Mitotane,UACC-62,-1.2222222222222223
Mitotane,Nilotinib,SF-539,-10.888888888888893
Romidepsin,Nilotinib,IGROV1,0.8888888888888888
Megestrol acetate,Gefitinib,SF-295,-2.888888888888889
Zoledronic acid,Everolimus,SNB-75,-0.6666666666666666
Thalidomide,Docetaxel,MDA-MB-231/ATCC,0.4444444444444444
Fulvestrant,Romidepsin,SK-MEL-28,4.2222222222222205
Vorinostat,Cladribine,PC-3,-1.8888888888888888
Fulvestrant,Everolimus,NCI-H23,-5.111111111111111
Vorinostat,Celecoxib,UACC-62,12.666666666666664
Everolimus,Tretinoin,MCF7,1.4444444444444444
Megestrol acetate,Gefitinib,DU-145,0.2222222222222222
Thalidomide,Paclitaxel,LOX IMVI,10.222222222222221
Vorinostat,Docetaxel,DU-145,-3.111111111111111
Romidepsin,Sirolimus,HS 578T,3.0
Megestrol acetate,Gefitinib,OVCAR-3,-7.555555555555554
Mitotane,Azacitidine,SR,5.333333333333333
Dasatinib,Tretinoin,NCI-H460,-1.8888888888888888
Decitabine,Docetaxel,MDA-MB-231/ATCC,-8.555555555555555
Paclitaxel,Cladribine,NCI-H522,0.6666666666666666
Dasatinib,Nilotinib,KM12,-0.7777777777777778
Tretinoin,Cladribine,A498,-8.0
Sirolimus,Celecoxib,T-47D,2.888888888888889
Dasatinib,Celecoxib,IGROV1,13.111111111111107
Paclitaxel,Celecoxib,A498,4.777777777777779
Docetaxel,Celecoxib,NCI-H460,10.0
Romidepsin,Paclitaxel,PC-3,5.8888888888888875
Decitabine,Sirolimus,DU-145,-2.0
Fulvestrant,Everolimus,A549/ATCC,25.66666666666667
Everolimus,Azacitidine,HCT-116,-3.7777777777777777
Thalidomide,Docetaxel,LOX IMVI,-6.666666666666668
Dasatinib,Cladribine,SNB-75,-8.777777777777779
Vorinostat,Nilotinib,SW-620,-7.444444444444445
Thalidomide,Cladribine,DU-145,-7.444444444444445
Mitotane,Everolimus,KM12,-0.5555555555555556
Mitotane,Celecoxib,NCI-H23,1.3333333333333333
Decitabine,Azacitidine,SK-MEL-5,1.5555555555555556
Mitotane,Tretinoin,CAKI-1,5.5555555555555545
Paclitaxel,Tretinoin,PC-3,17.666666666666668
Everolimus,Sirolimus,RPMI-8226,-6.0
Megestrol acetate,Gefitinib,IGROV1,0.3333333333333333
Thalidomide,Mitotane,SK-OV-3,-3.111111111111111
Paclitaxel,Nilotinib,BT-549,19.555555555555557
Everolimus,Vorinostat,KM12,-8.555555555555555
Zoledronic acid,Everolimus,BT-549,-3.2222222222222223
Mitotane,Sirolimus,RPMI-8226,-6.333333333333332
Everolimus,Azacitidine,U251,-7.666666666666668
Docetaxel,Sirolimus,UACC-257,0.4444444444444444
Thalidomide,Tretinoin,LOX IMVI,-5.222222222222221
Dasatinib,Sirolimus,HCT-116,2.0
Thalidomide,Cladribine,NCI-H23,-13.555555555555555
Mitotane,Sirolimus,DU-145,-5.777777777777778
Mitotane,Everolimus,BT-549,14.666666666666664
Docetaxel,Tretinoin,MDA-MB-231/ATCC,21.555555555555557
Romidepsin,Docetaxel,MDA-MB-231/ATCC,-1.6666666666666667
Docetaxel,Sirolimus,T-47D,11.444444444444445
Cladribine,Celecoxib,A498,-8.333333333333334
Azacitidine,Celecoxib,OVCAR-3,16.555555555555557
Vorinostat,Nilotinib,KM12,-2.6666666666666665
Sirolimus,Celecoxib,U251,1.0
Romidepsin,Sirolimus,MDA-MB-231/ATCC,7.222222222222222
Fulvestrant,Azacitidine,SF-539,-3.333333333333333
Gefitinib,Lenalidomide,DU-145,-4.111111111111111
Zoledronic acid,Dasatinib,CAKI-1,-6.5555555555555545
Romidepsin,Celecoxib,SNB-75,-0.8888888888888888
Nilotinib,Tretinoin,NCI-H460,-1.5555555555555556
Thalidomide,Docetaxel,DU-145,-10.111111111111107
Romidepsin,Cladribine,NCI-H522,-2.1111111111111107
Zoledronic acid,Azacitidine,NCI-H460,-0.2222222222222222
Mitotane,Celecoxib,SF-295,-2.0
Everolimus,Romidepsin,HCT-116,-7.222222222222222
Azacitidine,Paclitaxel,KM12,-16.444444444444443
Fulvestrant,Vorinostat,SF-539,-8.222222222222221
Mitotane,Paclitaxel,PC-3,0.1111111111111111
Decitabine,Tretinoin,CAKI-1,-0.6666666666666666
Sirolimus,Nilotinib,A498,1.2222222222222223
Everolimus,Tretinoin,UACC-62,0.4444444444444444
Everolimus,Sirolimus,K-562,-7.8888888888888875
Docetaxel,Tretinoin,T-47D,12.777777777777779
Fulvestrant,Romidepsin,UACC-257,-1.5555555555555556
Fulvestrant,Romidepsin,T-47D,2.7777777777777777
Zoledronic acid,Dasatinib,SR,-7.333333333333332
Thalidomide,Azacitidine,OVCAR-4,0.3333333333333333
Romidepsin,Celecoxib,K-562,-2.6666666666666665
Fulvestrant,Romidepsin,UACC-62,6.8888888888888875
Mitotane,Sirolimus,HCT-15,-6.1111111111111125
Docetaxel,Tretinoin,RPMI-8226,21.0
Vorinostat,Celecoxib,NCI-H522,-3.888888888888889
Fulvestrant,Romidepsin,ACHN,1.8888888888888888
Mitotane,Everolimus,NCI-H460,4.0
Decitabine,Sirolimus,OVCAR-4,-2.333333333333333
Fulvestrant,Vorinostat,NCI-H522,-2.2222222222222223
Romidepsin,Nilotinib,UACC-257,-0.1111111111111111
Thalidomide,Paclitaxel,MDA-MB-231/ATCC,1.5555555555555556
Nilotinib,Cladribine,PC-3,-2.6666666666666665
Fulvestrant,Sirolimus,RPMI-8226,-14.777777777777779
Sirolimus,Cladribine,MDA-MB-468,-4.666666666666667
Gefitinib,Lenalidomide,KM12,-8.777777777777779
Dasatinib,Azacitidine,MDA-MB-231/ATCC,-5.4444444444444455
Vorinostat,Nilotinib,SK-MEL-28,-37.888888888888886
Paclitaxel,Celecoxib,SF-268,12.555555555555555
Dasatinib,Nilotinib,MDA-MB-468,-11.666666666666664
Vorinostat,Nilotinib,NCI-H522,-21.88888888888889
Tretinoin,Cladribine,HS 578T,6.666666666666668
Sirolimus,Tretinoin,A498,7.222222222222222
Mitotane,Celecoxib,LOX IMVI,-5.111111111111111
Zoledronic acid,Sirolimus,KM12,-1.2222222222222223
Everolimus,Paclitaxel,NCI-H460,5.333333333333333
Azacitidine,Tretinoin,OVCAR-8,-11.555555555555555
Fulvestrant,Nilotinib,OVCAR-4,-9.444444444444443
Dasatinib,Tretinoin,UACC-62,0.1111111111111111
Decitabine,Azacitidine,SK-MEL-28,1.7777777777777777
Fulvestrant,Vorinostat,ACHN,-3.5555555555555562
Nilotinib,Cladribine,SW-620,-5.0
Zoledronic acid,Cladribine,SF-268,-0.3333333333333333
Docetaxel,Cladribine,OVCAR-3,-4.0
Mitotane,Dasatinib,PC-3,-4.777777777777779
Mitotane,Sirolimus,SNB-75,-4.777777777777779
Cladribine,Celecoxib,MDA-MB-468,-2.7777777777777777
Dasatinib,Paclitaxel,PC-3,0.6666666666666666
Vorinostat,Sirolimus,SF-539,-2.888888888888889
Decitabine,Sirolimus,MDA-MB-468,5.8888888888888875
Tretinoin,Cladribine,HCT-15,-2.888888888888889
Megestrol acetate,Gefitinib,OVCAR-8,0.7777777777777778
Decitabine,Cladribine,OVCAR-8,0.6666666666666666
Everolimus,Vorinostat,SNB-75,-3.7777777777777777
Fulvestrant,Paclitaxel,A498,-1.7777777777777777
Romidepsin,Cladribine,SF-539,5.333333333333333
Thalidomide,Mitotane,RPMI-8226,-3.4444444444444446
Zoledronic acid,Everolimus,ACHN,-0.4444444444444444
Thalidomide,Sirolimus,HOP-92,-2.7777777777777777
Fulvestrant,Vorinostat,UACC-62,1.4444444444444444
Thalidomide,Docetaxel,NCI-H23,-12.555555555555555
Tretinoin,Celecoxib,SF-268,-25.777777777777786
Romidepsin,Nilotinib,DU-145,-11.333333333333336
Sirolimus,Tretinoin,SNB-75,1.5555555555555556
Dasatinib,Azacitidine,SF-539,0.0
Decitabine,Mitotane,UACC-257,-5.777777777777778
Zoledronic acid,Docetaxel,BT-549,0.6666666666666666
Megestrol acetate,Lenalidomide,NCI-H522,-4.111111111111111
Mitotane,Cladribine,OVCAR-3,-3.2222222222222223
Zoledronic acid,Nilotinib,K-562,-25.33333333333333
Everolimus,Celecoxib,U251,-6.5555555555555545
Fulvestrant,Romidepsin,BT-549,10.0
Sirolimus,Mitotane,MDA-MB-468,10.0
Mitotane,Paclitaxel,DU-145,-2.888888888888889
Zoledronic acid,Romidepsin,OVCAR-4,1.1111111111111112
Zoledronic acid,Vorinostat,OVCAR-8,-1.2222222222222223
Fulvestrant,Romidepsin,SF-295,-0.6666666666666666
Sirolimus,Cladribine,SNB-75,-1.3333333333333333
Thalidomide,Azacitidine,OVCAR-3,-6.222222222222222
Fulvestrant,Sirolimus,DU-145,-0.5555555555555556
Decitabine,Paclitaxel,DU-145,11.333333333333336
Romidepsin,Celecoxib,MDA-MB-231/ATCC,9.666666666666666
Fulvestrant,Tretinoin,SF-295,-0.1111111111111111
Vorinostat,Azacitidine,SK-MEL-5,-3.7777777777777777
Decitabine,Docetaxel,NCI-H23,-5.4444444444444455
Fulvestrant,Everolimus,HCT-15,12.444444444444445
Gefitinib,Lenalidomide,MCF7,-3.111111111111111
Mitotane,Sirolimus,SK-OV-3,-5.0
Azacitidine,Paclitaxel,NCI-H522,-5.0
Everolimus,Nilotinib,HCT-15,-7.555555555555554
