Drug A,Drug B,Cell Line Name,Score
Mitotane,Dasatinib,UACC-257,-1.2222222222222223
Docetaxel,Nilotinib,A498,6.0
Mitotane,Docetaxel,HCT-116,1.2222222222222223
Decitabine,Tretinoin,NCI-H23,-7.555555555555554
Mitotane,Docetaxel,SK-MEL-28,3.2222222222222223
Thalidomide,Sirolimus,K-562,-12.333333333333336
Azacitidine,Cladribine,SW-620,-2.6666666666666665
Zoledronic acid,Everolimus,SW-620,-1.3333333333333333
Mitotane,Paclitaxel,NCI-H460,-1.6666666666666667
Nilotinib,Cladribine,SF-295,-12.555555555555555
Everolimus,Romidepsin,A498,-0.6666666666666666
Everolimus,Azacitidine,MCF7,-5.5555555555555545
Dasatinib,Romidepsin,UACC-257,-3.4444444444444446
Zoledronic acid,Nilotinib,SK-OV-3,-4.111111111111111
Azacitidine,Romidepsin,T-47D,-7.333333333333332
Sirolimus,Celecoxib,MDA-MB-468,20.11111111111111
Mitotane,Celecoxib,DU-145,-2.333333333333333
Fulvestrant,Sirolimus,SW-620,-1.2222222222222223
Azacitidine,Docetaxel,A549/ATCC,-0.6666666666666666
Sirolimus,Celecoxib,LOX IMVI,2.2222222222222223
Zoledronic acid,Docetaxel,DU-145,2.888888888888889
Azacitidine,Sirolimus,K-562,0.7777777777777778
Gefitinib,Lenalidomide,OVCAR-4,-5.777777777777778
Mitotane,Dasatinib,CAKI-1,-1.4444444444444444
Zoledronic acid,Docetaxel,NCI-H23,2.0
Zoledronic acid,Nilotinib,NCI-H23,-3.333333333333333
Azacitidine,Cladribine,HS 578T,1.4444444444444444
Azacitidine,Romidepsin,LOX IMVI,-3.555555555555556
Fulvestrant,Azacitidine,U251,0.2222222222222222
Mitotane,Dasatinib,SF-295,0.8888888888888888
Fulvestrant,Cladribine,SK-MEL-5,0.7777777777777778
Cladribine,Celecoxib,SF-268,-9.333333333333334
Fulvestrant,Romidepsin,RPMI-8226,7.666666666666668
Romidepsin,Tretinoin,A549/ATCC,15.0
Nilotinib,Tretinoin,PC-3,-6.888888888888888
Romidepsin,Sirolimus,SK-MEL-28,4.2222222222222205
Fulvestrant,Dasatinib,UACC-257,0.5555555555555556
Azacitidine,Fulvestrant,HCT-116,-4.333333333333333
Fulvestrant,Dasatinib,DU-145,-1.4444444444444444
Everolimus,Romidepsin,MDA-MB-231/ATCC,4.333333333333333
Nilotinib,Tretinoin,SF-268,-5.5555555555555545
Fulvestrant,Everolimus,KM12,10.111111111111107
Azacitidine,Docetaxel,HS 578T,6.5555555555555545
Gefitinib,Lenalidomide,K-562,-3.4444444444444446
Fulvestrant,Sirolimus,SK-MEL-5,-5.888888888888888
Azacitidine,Tretinoin,NCI-H460,13.333333333333336
Dasatinib,Docetaxel,HCT-116,-7.777777777777778
Docetaxel,Tretinoin,IGROV1,12.888888888888893
Vorinostat,Paclitaxel,SNB-75,-14.666666666666664
Mitotane,Tretinoin,SF-295,0.5555555555555556
Zoledronic acid,Paclitaxel,SR,-19.88888888888889
Zoledronic acid,Romidepsin,OVCAR-8,0.0
Everolimus,Tretinoin,NCI-H460,-1.0
Fulvestrant,Celecoxib,SK-MEL-5,-3.888888888888889
Zoledronic acid,Romidepsin,SK-MEL-28,-1.4444444444444444
Sirolimus,Cladribine,K-562,-2.1111111111111107
Vorinostat,Azacitidine,A549/ATCC,-1.6666666666666667
Fulvestrant,Celecoxib,MCF7,5.666666666666668
Paclitaxel,Celecoxib,UACC-257,3.111111111111111
Mitotane,Dasatinib,SK-OV-3,1.6666666666666667
Zoledronic acid,Tretinoin,SNB-75,-5.111111111111111
Zoledronic acid,Vorinostat,HS 578T,3.6666666666666665
Decitabine,Mitotane,SF-268,-3.4444444444444446
Vorinostat,Paclitaxel,T-47D,-23.88888888888889
Docetaxel,Fulvestrant,NCI-H522,21.33333333333333
Fulvestrant,Everolimus,OVCAR-3,13.888888888888893
Docetaxel,Paclitaxel,UACC-257,4.333333333333333
Mitotane,Sirolimus,U251,-7.666666666666668
Mitotane,Nilotinib,OVCAR-8,-6.222222222222222
Mitotane,Docetaxel,T-47D,-7.555555555555554
Paclitaxel,Cladribine,K-562,1.2222222222222223
Zoledronic acid,Cladribine,KM12,-5.5555555555555545
Vorinostat,Paclitaxel,IGROV1,-5.4444444444444455
Paclitaxel,Nilotinib,OVCAR-4,-6.222222222222222
Azacitidine,Celecoxib,RPMI-8226,-4.666666666666667
Fulvestrant,Everolimus,IGROV1,31.11111111111111
Zoledronic acid,Cladribine,MDA-MB-231/ATCC,-1.4444444444444444
Fulvestrant,Everolimus,PC-3,25.0
Sirolimus,Tretinoin,OVCAR-3,-2.4444444444444446
Fulvestrant,Everolimus,A498,17.11111111111111
Dasatinib,Cladribine,T-47D,0.6666666666666666
Fulvestrant,Everolimus,OVCAR-8,8.777777777777779
Vorinostat,Tretinoin,K-562,3.111111111111111
Docetaxel,Paclitaxel,A549/ATCC,5.111111111111111
Nilotinib,Tretinoin,A498,-3.2222222222222223
Fulvestrant,Tretinoin,HCT-116,5.0
Everolimus,Nilotinib,MCF7,0.0
Everolimus,Azacitidine,A549/ATCC,-2.333333333333333
Thalidomide,Docetaxel,SF-268,2.2222222222222223
Fulvestrant,Sirolimus,ACHN,-4.2222222222222205
Fulvestrant,Paclitaxel,SF-268,-4.333333333333333
Fulvestrant,Romidepsin,CAKI-1,2.0
Fulvestrant,Dasatinib,A549/ATCC,7.1111111111111125
Thalidomide,Tretinoin,MDA-MB-231/ATCC,-6.4444444444444455
Sirolimus,Tretinoin,LOX IMVI,-1.8888888888888888
Dasatinib,Paclitaxel,MDA-MB-468,-1.2222222222222223
Paclitaxel,Nilotinib,T-47D,-21.11111111111111
Vorinostat,Cladribine,NCI-H522,-1.2222222222222223
Vorinostat,Romidepsin,KM12,0.6666666666666666
Fulvestrant,Romidepsin,A549/ATCC,0.4444444444444444
Mitotane,Sirolimus,K-562,4.888888888888889
Docetaxel,Sirolimus,A549/ATCC,6.4444444444444455
Mitotane,Cladribine,OVCAR-4,-3.333333333333333
Zoledronic acid,Everolimus,NCI-H522,0.8888888888888888
Megestrol acetate,Lenalidomide,T-47D,-4.4444444444444455
Dasatinib,Celecoxib,MDA-MB-468,-2.888888888888889
Zoledronic acid,Tretinoin,SF-268,-0.3333333333333333
Thalidomide,Azacitidine,HS 578T,-1.3333333333333333
Thalidomide,Sirolimus,DU-145,-5.777777777777778
Zoledronic acid,Azacitidine,MDA-MB-231/ATCC,-3.888888888888889
Fulvestrant,Tretinoin,DU-145,7.555555555555554
Cladribine,Celecoxib,SR,2.1111111111111107
Thalidomide,Docetaxel,MCF7,-7.777777777777778
Zoledronic acid,Everolimus,A498,-0.6666666666666666
Everolimus,Celecoxib,MCF7,1.2222222222222223
Zoledronic acid,Celecoxib,A549/ATCC,-4.111111111111111
Dasatinib,Sirolimus,SF-539,-7.222222222222222
Docetaxel,Sirolimus,OVCAR-4,3.555555555555556
Dasatinib,Nilotinib,SF-539,-4.0
Romidepsin,Docetaxel,OVCAR-3,-1.5555555555555556
Thalidomide,Azacitidine,SK-MEL-28,0.7777777777777778
Vorinostat,Paclitaxel,OVCAR-4,-8.0
Thalidomide,Mitotane,NCI-H23,-6.0
Nilotinib,Celecoxib,T-47D,-2.555555555555556
Azacitidine,Docetaxel,UACC-62,10.222222222222221
Thalidomide,Azacitidine,U251,3.111111111111111
Dasatinib,Vorinostat,SW-620,-1.8888888888888888
Thalidomide,Sirolimus,ACHN,-2.555555555555556
Romidepsin,Nilotinib,HS 578T,-0.3333333333333333
Megestrol acetate,Gefitinib,NCI-H23,-1.4444444444444444
Gefitinib,Lenalidomide,NCI-H23,-1.5555555555555556
Paclitaxel,Celecoxib,SW-620,8.777777777777779
Fulvestrant,Sirolimus,OVCAR-3,-0.4444444444444444
Fulvestrant,Paclitaxel,HCT-15,-1.2222222222222223
Romidepsin,Docetaxel,A498,1.0
Vorinostat,Cladribine,KM12,-1.4444444444444444
Fulvestrant,Romidepsin,MDA-MB-231/ATCC,6.5555555555555545
Dasatinib,Azacitidine,NCI-H460,2.4444444444444446
Azacitidine,Paclitaxel,HS 578T,2.888888888888889
Mitotane,Nilotinib,OVCAR-3,-6.333333333333332
Zoledronic acid,Paclitaxel,HS 578T,-11.333333333333336
Docetaxel,Nilotinib,A549/ATCC,2.0
Romidepsin,Nilotinib,KM12,-7.888888888888887
Romidepsin,Paclitaxel,UACC-62,-8.333333333333334
Azacitidine,Cladribine,SF-268,-5.4444444444444455
Docetaxel,Cladribine,SF-268,-10.333333333333334
Vorinostat,Paclitaxel,SF-268,-13.0
Dasatinib,Cladribine,HCT-15,-6.222222222222222
Romidepsin,Docetaxel,A549/ATCC,9.666666666666666
Zoledronic acid,Azacitidine,A549/ATCC,-1.7777777777777777
Docetaxel,Paclitaxel,K-562,-3.888888888888889
Fulvestrant,Vorinostat,SF-268,-1.2222222222222223
Romidepsin,Paclitaxel,MDA-MB-468,-6.333333333333332
Azacitidine,Cladribine,OVCAR-3,-10.0
Docetaxel,Fulvestrant,HS 578T,3.6666666666666665
Mitotane,Celecoxib,K-562,-4.111111111111111
Romidepsin,Cladribine,KM12,0.5555555555555556
Everolimus,Nilotinib,MDA-MB-468,-9.111111111111107
Dasatinib,Azacitidine,T-47D,-5.777777777777778
Azacitidine,Nilotinib,LOX IMVI,-21.444444444444443
Fulvestrant,Paclitaxel,SF-295,-2.4444444444444446
Decitabine,Mitotane,OVCAR-8,-3.6666666666666665
Docetaxel,Celecoxib,SK-MEL-28,14.222222222222221
Mitotane,Sirolimus,A498,2.333333333333333
Fulvestrant,Dasatinib,IGROV1,7.333333333333332
Decitabine,Paclitaxel,K-562,-0.5555555555555556
Azacitidine,Cladribine,MDA-MB-468,-1.1111111111111112
Azacitidine,Paclitaxel,HCT-116,-4.333333333333333
Nilotinib,Tretinoin,SNB-75,-12.555555555555555
Vorinostat,Sirolimus,DU-145,-1.0
Azacitidine,Fulvestrant,SNB-75,0.8888888888888888
Cladribine,Celecoxib,OVCAR-4,-4.888888888888889
Zoledronic acid,Celecoxib,OVCAR-4,-2.1111111111111107
Decitabine,Cladribine,NCI-H522,7.555555555555554
Dasatinib,Cladribine,A549/ATCC,2.6666666666666665
Decitabine,Paclitaxel,SK-OV-3,-25.777777777777786
Decitabine,Docetaxel,U251,-9.888888888888893
Dasatinib,Docetaxel,SF-539,3.111111111111111
Fulvestrant,Azacitidine,SF-268,4.2222222222222205
Sirolimus,Mitotane,ACHN,9.444444444444443
Thalidomide,Cladribine,SF-268,-6.333333333333332
Dasatinib,Celecoxib,HCT-116,-1.7777777777777777
Dasatinib,Celecoxib,UACC-62,-3.0
Everolimus,Paclitaxel,K-562,-8.222222222222221
Paclitaxel,Cladribine,T-47D,-22.44444444444445
Mitotane,Sirolimus,LOX IMVI,-4.0
Dasatinib,Celecoxib,SK-MEL-28,-9.888888888888893
Thalidomide,Paclitaxel,HCT-15,-6.5555555555555545
Azacitidine,Docetaxel,OVCAR-4,-0.3333333333333333
Thalidomide,Cladribine,UACC-62,8.222222222222221
Zoledronic acid,Celecoxib,UACC-62,-6.4444444444444455
Sirolimus,Tretinoin,BT-549,-13.777777777777779
Decitabine,Mitotane,DU-145,0.5555555555555556
Tretinoin,Celecoxib,MDA-MB-231/ATCC,-6.5555555555555545
Dasatinib,Nilotinib,HCT-15,-18.22222222222221
Dasatinib,Paclitaxel,HCT-116,0.5555555555555556
Nilotinib,Tretinoin,ACHN,-0.1111111111111111
Zoledronic acid,Romidepsin,UACC-62,-0.7777777777777778
Fulvestrant,Nilotinib,MDA-MB-231/ATCC,-6.666666666666668
Azacitidine,Docetaxel,SF-268,-5.111111111111111
Zoledronic acid,Celecoxib,BT-549,-1.2222222222222223
Docetaxel,Fulvestrant,BT-549,0.5555555555555556
Docetaxel,Paclitaxel,SW-620,-1.3333333333333333
Vorinostat,Romidepsin,SK-MEL-5,5.888888888888888
Decitabine,Sirolimus,KM12,1.1111111111111112
Thalidomide,Cladribine,MDA-MB-468,-0.5555555555555556
Decitabine,Azacitidine,A498,-8.888888888888891
Mitotane,Azacitidine,SW-620,5.333333333333333
Everolimus,Tretinoin,OVCAR-3,0.4444444444444444
Dasatinib,Azacitidine,HCT-116,-3.7777777777777777
Thalidomide,Mitotane,MDA-MB-231/ATCC,-0.4444444444444444
Everolimus,Dasatinib,HCT-116,-2.1111111111111107
Vorinostat,Cladribine,LOX IMVI,-1.8888888888888888
Mitotane,Sirolimus,SF-539,-5.888888888888888
Gefitinib,Lenalidomide,RPMI-8226,7.555555555555554
Everolimus,Nilotinib,HCT-116,-10.111111111111107
Docetaxel,Tretinoin,SK-MEL-5,20.33333333333333
Fulvestrant,Sirolimus,HS 578T,-2.6666666666666665
Zoledronic acid,Celecoxib,SK-MEL-2,-7.666666666666668
Azacitidine,Paclitaxel,PC-3,-4.5555555555555545
Romidepsin,Sirolimus,NCI-H460,-1.0
Everolimus,Cladribine,IGROV1,3.333333333333333
Azacitidine,Paclitaxel,SF-268,-0.3333333333333333
Zoledronic acid,Paclitaxel,MCF7,-1.3333333333333333
Mitotane,Tretinoin,A498,-0.8888888888888888
Fulvestrant,Everolimus,U251,0.1111111111111111
Fulvestrant,Celecoxib,UACC-62,-7.333333333333332
Docetaxel,Celecoxib,UACC-257,2.2222222222222223
Azacitidine,Celecoxib,A498,7.555555555555554
Dasatinib,Celecoxib,MDA-MB-231/ATCC,8.777777777777779
Mitotane,Tretinoin,HCT-116,3.555555555555556
Thalidomide,Tretinoin,ACHN,-2.555555555555556
Fulvestrant,Celecoxib,A498,-3.7777777777777777
Mitotane,Sirolimus,MDA-MB-468,-5.333333333333333
Dasatinib,Celecoxib,OVCAR-4,0.1111111111111111
Thalidomide,Tretinoin,RPMI-8226,-20.0
Vorinostat,Celecoxib,UACC-257,-6.5555555555555545
Zoledronic acid,Docetaxel,PC-3,-0.3333333333333333
Megestrol acetate,Gefitinib,SW-620,5.888888888888888
Fulvestrant,Cladribine,KM12,1.0
Zoledronic acid,Celecoxib,LOX IMVI,-8.333333333333334
Decitabine,Paclitaxel,SK-MEL-28,-1.6666666666666667
Azacitidine,Celecoxib,BT-549,0.3333333333333333
Docetaxel,Paclitaxel,OVCAR-3,-10.0
Nilotinib,Celecoxib,ACHN,-1.7777777777777777
Zoledronic acid,Sirolimus,LOX IMVI,-1.2222222222222223
Zoledronic acid,Tretinoin,RPMI-8226,-5.888888888888888
Paclitaxel,Celecoxib,KM12,17.444444444444443
Zoledronic acid,Tretinoin,HOP-92,3.111111111111111
Azacitidine,Fulvestrant,A498,-15.666666666666664
Mitotane,Docetaxel,SF-268,10.666666666666666
Everolimus,Azacitidine,OVCAR-3,-11.444444444444445
Fulvestrant,Azacitidine,KM12,-3.111111111111111
Mitotane,Azacitidine,PC-3,1.3333333333333333
Zoledronic acid,Celecoxib,MDA-MB-468,-4.333333333333333
Mitotane,Everolimus,IGROV1,-4.5555555555555545
Mitotane,Nilotinib,SF-268,-5.222222222222221
Mitotane,Celecoxib,SW-620,-6.4444444444444455
Docetaxel,Fulvestrant,UACC-62,3.333333333333333
Azacitidine,Docetaxel,OVCAR-8,-6.222222222222222
Docetaxel,Tretinoin,HCT-116,21.555555555555557
Vorinostat,Nilotinib,DU-145,-4.5555555555555545
Vorinostat,Celecoxib,PC-3,-7.666666666666668
Zoledronic acid,Tretinoin,SK-MEL-5,-3.6666666666666665
Tretinoin,Cladribine,A549/ATCC,-2.333333333333333
Mitotane,Sirolimus,HOP-92,-6.0
Zoledronic acid,Romidepsin,SK-OV-3,4.0
Megestrol acetate,Gefitinib,HOP-92,-26.0
Everolimus,Docetaxel,HCT-15,-2.7777777777777777
