Drug A,Drug B,Cell Line Name,Score
Thalidomide,Azacitidine,K-562,-0.1111111111111111
Megestrol acetate,Lenalidomide,SW-620,-5.4444444444444455
Zoledronic acid,Azacitidine,MDA-MB-231/ATCC,-3.888888888888889
Decitabine,Tretinoin,UACC-257,-8.777777777777779
Fulvestrant,Romidepsin,SF-268,1.3333333333333333
Decitabine,Cladribine,A498,-6.777777777777778
Fulvestrant,Cladribine,UACC-257,-7.0
Dasatinib,Docetaxel,OVCAR-3,-0.8888888888888888
Zoledronic acid,Docetaxel,SW-620,-2.2222222222222223
Dasatinib,Romidepsin,SF-539,0.2222222222222222
Everolimus,Tretinoin,SF-268,-2.6666666666666665
Decitabine,Docetaxel,HS 578T,-5.777777777777778
Paclitaxel,Nilotinib,SK-MEL-5,8.333333333333334
Azacitidine,Celecoxib,OVCAR-3,16.555555555555557
Everolimus,Nilotinib,HS 578T,-17.22222222222222
Romidepsin,Nilotinib,OVCAR-8,-11.333333333333336
Romidepsin,Nilotinib,SNB-75,-3.0
Imiquimod,Paclitaxel,SF-268,-5.111111111111111
Everolimus,Sirolimus,A498,2.0
Zoledronic acid,Sirolimus,PC-3,9.444444444444443
Everolimus,Vorinostat,MALME-3M,-1.5555555555555556
Docetaxel,Fulvestrant,NCI-H522,21.33333333333333
Thalidomide,Mitotane,BT-549,-4.777777777777779
Fulvestrant,Azacitidine,HOP-92,-6.4444444444444455
Paclitaxel,Celecoxib,IGROV1,17.444444444444443
Fulvestrant,Azacitidine,SNB-75,3.888888888888889
Paclitaxel,Cladribine,MDA-MB-468,8.333333333333334
Zoledronic acid,Vorinostat,MCF7,1.8888888888888888
Dasatinib,Azacitidine,DU-145,-3.555555555555556
Paclitaxel,Celecoxib,A498,4.777777777777779
Fulvestrant,Everolimus,MDA-MB-231/ATCC,14.888888888888893
Vorinostat,Azacitidine,SNB-75,-0.4444444444444444
Fulvestrant,Vorinostat,BT-549,-1.4444444444444444
Zoledronic acid,Everolimus,OVCAR-8,1.1111111111111112
Romidepsin,Paclitaxel,KM12,4.777777777777779
Azacitidine,Cladribine,OVCAR-4,3.0
Fulvestrant,Dasatinib,T-47D,0.4444444444444444
Megestrol acetate,Lenalidomide,SF-539,-2.888888888888889
Zoledronic acid,Celecoxib,RPMI-8226,-12.222222222222221
Vorinostat,Docetaxel,OVCAR-3,-10.222222222222221
Imiquimod,Paclitaxel,UACC-257,-3.4444444444444446
Sirolimus,Cladribine,A498,-6.666666666666668
Everolimus,Docetaxel,IGROV1,0.7777777777777778
Zoledronic acid,Nilotinib,OVCAR-3,-15.666666666666664
Thalidomide,Cladribine,RPMI-8226,-11.444444444444445
Imiquimod,Docetaxel,RPMI-8226,-16.11111111111111
Romidepsin,Docetaxel,SK-MEL-28,4.4444444444444455
Mitotane,Nilotinib,SF-539,-10.888888888888893
Fulvestrant,Nilotinib,T-47D,4.333333333333333
Vorinostat,Cladribine,A549/ATCC,-3.6666666666666665
Docetaxel,Nilotinib,OVCAR-3,21.555555555555557
Romidepsin,Cladribine,IGROV1,-3.4444444444444446
Zoledronic acid,Paclitaxel,T-47D,3.333333333333333
Docetaxel,Cladribine,BT-549,0.8888888888888888
Imiquimod,Paclitaxel,HCT-15,-7.1111111111111125
Zoledronic acid,Cladribine,HOP-92,3.0
Thalidomide,Paclitaxel,U251,-4.333333333333333
Fulvestrant,Everolimus,OVCAR-3,13.888888888888893
Imiquimod,Mitotane,SK-MEL-28,-2.4444444444444446
Dasatinib,Vorinostat,A498,0.0
Romidepsin,Sirolimus,DU-145,-4.4444444444444455
Fulvestrant,Nilotinib,MDA-MB-468,-4.111111111111111
Decitabine,Mitotane,KM12,0.6666666666666666
Decitabine,Docetaxel,OVCAR-4,1.1111111111111112
Fulvestrant,Azacitidine,A498,0.8888888888888888
Everolimus,Cladribine,SK-MEL-28,-14.333333333333336
Romidepsin,Docetaxel,HS 578T,3.0
Nilotinib,Cladribine,HOP-92,0.3333333333333333
Tretinoin,Cladribine,OVCAR-4,-3.555555555555556
Vorinostat,Cladribine,OVCAR-4,0.1111111111111111
Sirolimus,Tretinoin,SF-268,1.7777777777777777
Romidepsin,Tretinoin,PC-3,3.333333333333333
Romidepsin,Celecoxib,OVCAR-8,-1.0
Zoledronic acid,Docetaxel,UACC-257,-2.1111111111111107
Romidepsin,Sirolimus,IGROV1,-3.555555555555556
Decitabine,Azacitidine,RPMI-8226,2.7777777777777777
Paclitaxel,Celecoxib,MDA-MB-231/ATCC,23.222222222222207
Fulvestrant,Vorinostat,ACHN,-3.555555555555556
Megestrol acetate,Lenalidomide,CAKI-1,-13.666666666666664
Zoledronic acid,Celecoxib,T-47D,-8.555555555555555
Everolimus,Paclitaxel,UACC-257,2.7777777777777777
Romidepsin,Tretinoin,SF-268,-0.6666666666666666
Everolimus,Romidepsin,OVCAR-3,-5.222222222222221
Gefitinib,Lenalidomide,LOX IMVI,-6.222222222222222
Zoledronic acid,Sirolimus,SNB-75,-0.5555555555555556
Gefitinib,Lenalidomide,SW-620,6.0
Nilotinib,Tretinoin,MDA-MB-468,1.4444444444444444
Tretinoin,Celecoxib,UACC-62,-2.1111111111111107
Decitabine,Azacitidine,SK-MEL-5,1.5555555555555556
Docetaxel,Celecoxib,T-47D,12.333333333333336
Azacitidine,Docetaxel,NCI-H460,-0.1111111111111111
Zoledronic acid,Everolimus,U251,-2.6666666666666665
Vorinostat,Romidepsin,T-47D,-1.7777777777777777
Mitotane,Docetaxel,A498,1.1111111111111112
Megestrol acetate,Gefitinib,SK-MEL-28,3.7777777777777777
Fulvestrant,Vorinostat,OVCAR-4,-0.5555555555555556
Mitotane,Sirolimus,KM12,6.222222222222222
Vorinostat,Celecoxib,BT-549,-1.3333333333333333
Paclitaxel,Celecoxib,SF-268,12.555555555555555
Tretinoin,Cladribine,HCT-116,-12.777777777777779
Docetaxel,Nilotinib,HS 578T,12.555555555555555
Zoledronic acid,Azacitidine,MDA-MB-468,0.0
Tretinoin,Cladribine,NCI-H522,-0.5555555555555556
Vorinostat,Tretinoin,A549/ATCC,-2.0
Everolimus,Paclitaxel,DU-145,22.11111111111111
Imiquimod,Mitotane,UACC-62,-4.111111111111111
Romidepsin,Sirolimus,RPMI-8226,4.2222222222222205
Romidepsin,Tretinoin,MALME-3M,0.4444444444444444
Paclitaxel,Nilotinib,SK-MEL-28,-10.111111111111107
Docetaxel,Cladribine,T-47D,-12.0
Nilotinib,Celecoxib,786-0,-9.777777777777779
Fulvestrant,Cladribine,BT-549,-3.111111111111111
Imiquimod,Docetaxel,SK-OV-3,-11.888888888888893
Fulvestrant,Everolimus,UACC-62,9.0
Decitabine,Docetaxel,RPMI-8226,1.6666666666666667
Docetaxel,Celecoxib,SK-MEL-5,4.4444444444444455
Tretinoin,Celecoxib,IGROV1,-3.4444444444444446
Decitabine,Paclitaxel,SF-539,-35.888888888888886
Docetaxel,Tretinoin,SK-MEL-28,13.666666666666664
Sirolimus,Celecoxib,HS 578T,9.666666666666666
Azacitidine,Fulvestrant,HS 578T,0.1111111111111111
Zoledronic acid,Vorinostat,T-47D,-5.222222222222221
Vorinostat,Paclitaxel,HS 578T,-12.333333333333336
Zoledronic acid,Everolimus,K-562,-7.0
Everolimus,Docetaxel,T-47D,-9.888888888888893
Decitabine,Cladribine,OVCAR-3,7.666666666666668
Mitotane,Everolimus,MALME-3M,-2.1111111111111107
Fulvestrant,Dasatinib,SK-MEL-28,3.6666666666666665
Azacitidine,Cladribine,BT-549,2.6666666666666665
Romidepsin,Docetaxel,UACC-62,-5.888888888888888
Azacitidine,Celecoxib,SW-620,-4.333333333333333
Fulvestrant,Azacitidine,T-47D,-0.3333333333333333
Docetaxel,Cladribine,SF-268,-10.333333333333334
Everolimus,Tretinoin,MALME-3M,4.777777777777779
Docetaxel,Celecoxib,SK-MEL-28,14.222222222222221
Zoledronic acid,Vorinostat,UACC-62,-3.333333333333333
Decitabine,Paclitaxel,OVCAR-4,-8.222222222222221
Zoledronic acid,Dasatinib,MALME-3M,-3.4444444444444446
Everolimus,Nilotinib,NCI-H460,-2.888888888888889
Paclitaxel,Celecoxib,SNB-75,25.11111111111111
Dasatinib,Celecoxib,NCI-H522,8.0
Docetaxel,Celecoxib,UACC-257,2.2222222222222223
Fulvestrant,Azacitidine,SK-MEL-5,-1.1111111111111112
Zoledronic acid,Azacitidine,HS 578T,-2.333333333333333
Azacitidine,Paclitaxel,BT-549,1.0
Vorinostat,Paclitaxel,A498,-4.777777777777779
Zoledronic acid,Everolimus,SW-620,-1.3333333333333333
Sirolimus,Tretinoin,SF-539,1.2222222222222223
Thalidomide,Mitotane,U251,1.7777777777777777
Zoledronic acid,Romidepsin,UACC-62,-0.7777777777777778
Everolimus,Sirolimus,K-562,-7.888888888888887
Paclitaxel,Nilotinib,UACC-62,20.777777777777786
Romidepsin,Paclitaxel,DU-145,5.0
Sirolimus,Tretinoin,PC-3,3.2222222222222223
Decitabine,Azacitidine,MCF7,-4.0
Everolimus,Nilotinib,UACC-62,-5.777777777777778
Zoledronic acid,Tretinoin,LOX IMVI,-6.4444444444444455
Zoledronic acid,Vorinostat,SK-MEL-5,-1.7777777777777777
Decitabine,Docetaxel,MCF7,-14.444444444444445
Fulvestrant,Paclitaxel,MCF7,-4.2222222222222205
Everolimus,Romidepsin,BT-549,1.0
Zoledronic acid,Tretinoin,SF-295,-2.4444444444444446
Fulvestrant,Everolimus,SW-620,12.777777777777779
Thalidomide,Azacitidine,SF-295,-1.6666666666666667
Zoledronic acid,Nilotinib,MDA-MB-468,1.4444444444444444
Azacitidine,Celecoxib,PC-3,0.7777777777777778
Dasatinib,Azacitidine,T-47D,-5.777777777777778
Vorinostat,Cladribine,LOX IMVI,-1.8888888888888888
Thalidomide,Paclitaxel,HCT-15,-6.5555555555555545
Megestrol acetate,Lenalidomide,KM12,-19.88888888888889
Zoledronic acid,Celecoxib,CAKI-1,-1.7777777777777777
Decitabine,Cladribine,ACHN,2.333333333333333
Vorinostat,Sirolimus,DU-145,-1.0
Docetaxel,Tretinoin,NCI-H460,18.777777777777786
Everolimus,Cladribine,SNB-75,-2.6666666666666665
Decitabine,Docetaxel,786-0,-6.888888888888888
Docetaxel,Cladribine,SK-MEL-28,-3.888888888888889
Zoledronic acid,Vorinostat,SK-MEL-28,-1.4444444444444444
Vorinostat,Docetaxel,A498,-2.6666666666666665
Imiquimod,Tretinoin,UACC-257,-2.0
Fulvestrant,Nilotinib,OVCAR-8,-3.555555555555556
Everolimus,Romidepsin,U251,0.6666666666666666
Thalidomide,Sirolimus,HOP-92,-2.7777777777777777
Everolimus,Romidepsin,UACC-62,-2.888888888888889
Mitotane,Sirolimus,PC-3,1.3333333333333333
Tretinoin,Celecoxib,OVCAR-3,-14.777777777777779
Zoledronic acid,Celecoxib,SK-OV-3,-2.888888888888889
Fulvestrant,Romidepsin,A549/ATCC,0.4444444444444444
Romidepsin,Nilotinib,BT-549,-2.4444444444444446
Paclitaxel,Sirolimus,OVCAR-4,-2.555555555555556
Decitabine,Cladribine,CAKI-1,-8.888888888888891
Vorinostat,Celecoxib,SK-MEL-28,-15.777777777777779
Romidepsin,Nilotinib,T-47D,-18.88888888888889
Fulvestrant,Everolimus,BT-549,23.33333333333333
Everolimus,Celecoxib,HCT-116,1.8888888888888888
Docetaxel,Celecoxib,NCI-H522,15.444444444444445
Mitotane,Cladribine,BT-549,-7.0
Thalidomide,Docetaxel,NCI-H23,-12.555555555555555
Azacitidine,Docetaxel,HS 578T,6.5555555555555545
Megestrol acetate,Gefitinib,PC-3,-2.1111111111111107
Docetaxel,Nilotinib,SF-539,27.11111111111111
Mitotane,Everolimus,U251,-3.888888888888889
Zoledronic acid,Tretinoin,HOP-92,3.111111111111111
Thalidomide,Docetaxel,SF-539,0.0
Fulvestrant,Vorinostat,NCI-H460,-0.7777777777777778
Mitotane,Nilotinib,BT-549,-5.111111111111111
Cladribine,Celecoxib,NCI-H522,-3.6666666666666665
Zoledronic acid,Paclitaxel,NCI-H23,9.0
Vorinostat,Cladribine,K-562,1.2222222222222223
Decitabine,Mitotane,SW-620,-1.1111111111111112
Vorinostat,Paclitaxel,OVCAR-4,-8.0
Thalidomide,Sirolimus,SK-MEL-28,-1.2222222222222223
Megestrol acetate,Gefitinib,CAKI-1,-18.88888888888889
Vorinostat,Romidepsin,HS 578T,4.333333333333333
Everolimus,Tretinoin,UACC-257,-6.777777777777778
Everolimus,Sirolimus,HS 578T,-3.888888888888889
Fulvestrant,Tretinoin,DU-145,7.555555555555554
Vorinostat,Romidepsin,SK-MEL-5,5.888888888888888
Paclitaxel,Cladribine,A549/ATCC,-4.888888888888889
Nilotinib,Mitotane,RPMI-8226,-5.666666666666668
Nilotinib,Tretinoin,RPMI-8226,2.7777777777777777
Mitotane,Paclitaxel,PC-3,0.1111111111111111
Fulvestrant,Dasatinib,NCI-H460,-3.333333333333333
Everolimus,Cladribine,UACC-257,-3.555555555555556
Dasatinib,Sirolimus,HCT-116,2.0
Fulvestrant,Romidepsin,U251,7.1111111111111125
Sirolimus,Mitotane,NCI-H522,-9.666666666666666
Azacitidine,Paclitaxel,PC-3,-4.5555555555555545
Dasatinib,Nilotinib,NCI-H522,1.5555555555555556
Sirolimus,Celecoxib,SW-620,-0.1111111111111111
Decitabine,Mitotane,ACHN,-5.0
Dasatinib,Tretinoin,BT-549,-7.222222222222222
Fulvestrant,Celecoxib,NCI-H460,-4.5555555555555545
Everolimus,Tretinoin,SF-539,-9.222222222222221
Thalidomide,Paclitaxel,OVCAR-3,16.444444444444443
Dasatinib,Paclitaxel,HCT-15,-2.888888888888889
Zoledronic acid,Azacitidine,K-562,-0.7777777777777778
Sirolimus,Mitotane,LOX IMVI,-2.333333333333333
Tretinoin,Cladribine,MALME-3M,-0.6666666666666666
Azacitidine,Paclitaxel,SK-MEL-5,-1.2222222222222223
Mitotane,Everolimus,SK-OV-3,-5.333333333333333
Mitotane,Celecoxib,ACHN,-3.111111111111111
Vorinostat,Romidepsin,NCI-H460,5.222222222222221
Fulvestrant,Cladribine,OVCAR-4,1.3333333333333333
Vorinostat,Cladribine,NCI-H522,-1.2222222222222223
Fulvestrant,Celecoxib,SK-MEL-5,-3.888888888888889
Everolimus,Cladribine,LOX IMVI,-6.5555555555555545
Romidepsin,Docetaxel,SW-620,0.3333333333333333
Mitotane,Tretinoin,OVCAR-4,-3.4444444444444446
Paclitaxel,Cladribine,T-47D,-22.44444444444445
Zoledronic acid,Vorinostat,BT-549,-1.0
Mitotane,Celecoxib,DU-145,-2.333333333333333
Docetaxel,Tretinoin,MDA-MB-231/ATCC,21.555555555555557
Nilotinib,Cladribine,KM12,-3.333333333333333
Fulvestrant,Cladribine,786-0,0.6666666666666666
Zoledronic acid,Dasatinib,PC-3,-1.7777777777777777
Decitabine,Mitotane,DU-145,0.5555555555555556
Vorinostat,Cladribine,PC-3,-1.8888888888888888
Thalidomide,Paclitaxel,DU-145,-5.222222222222221
Fulvestrant,Everolimus,IGROV1,31.11111111111111
Azacitidine,Cladribine,A549/ATCC,1.7777777777777777
Mitotane,Sirolimus,LOX IMVI,-4.0
Docetaxel,Tretinoin,UACC-257,8.888888888888891
Thalidomide,Paclitaxel,LOX IMVI,10.222222222222221
Thalidomide,Tretinoin,SF-539,-2.7777777777777777
Azacitidine,Tretinoin,SF-268,-2.888888888888889
Vorinostat,Sirolimus,SK-MEL-5,-4.333333333333333
Thalidomide,Sirolimus,UACC-257,-5.666666666666668
Docetaxel,Fulvestrant,SNB-75,5.0
Everolimus,Romidepsin,SW-620,0.2222222222222222
Mitotane,Tretinoin,OVCAR-8,-1.5555555555555556
Mitotane,Celecoxib,OVCAR-8,0.1111111111111111
Fulvestrant,Romidepsin,CAKI-1,2.0
Zoledronic acid,Romidepsin,IGROV1,16.77777777777778
Vorinostat,Sirolimus,HCT-116,-6.5555555555555545
Fulvestrant,Sirolimus,SR,-4.666666666666667
Azacitidine,Paclitaxel,IGROV1,-3.555555555555556
Decitabine,Azacitidine,UACC-62,4.5555555555555545
Nilotinib,Mitotane,T-47D,2.555555555555556
Mitotane,Dasatinib,A549/ATCC,-3.0
Docetaxel,Cladribine,K-562,-5.222222222222221
Decitabine,Mitotane,A498,-2.6666666666666665
Everolimus,Docetaxel,DU-145,1.8888888888888888
Decitabine,Sirolimus,K-562,-1.6666666666666667
Vorinostat,Tretinoin,HCT-116,-1.3333333333333333
Imiquimod,Mitotane,NCI-H460,0.4444444444444444
Everolimus,Azacitidine,UACC-257,-0.4444444444444444
Cladribine,Celecoxib,K-562,2.4444444444444446
Zoledronic acid,Everolimus,MALME-3M,-4.4444444444444455
Fulvestrant,Sirolimus,LOX IMVI,0.3333333333333333
Vorinostat,Nilotinib,PC-3,-16.666666666666668
Zoledronic acid,Paclitaxel,ACHN,-2.4444444444444446
Dasatinib,Docetaxel,PC-3,1.4444444444444444
Azacitidine,Tretinoin,SNB-75,1.1111111111111112
Zoledronic acid,Dasatinib,SK-MEL-5,-2.7777777777777777
Docetaxel,Cladribine,SK-MEL-5,-5.111111111111111
Azacitidine,Docetaxel,MDA-MB-468,3.0
Imiquimod,Sirolimus,IGROV1,1.6666666666666667
Mitotane,Everolimus,SK-MEL-5,-5.777777777777778
Zoledronic acid,Tretinoin,MCF7,-1.5555555555555556
Azacitidine,Paclitaxel,SK-MEL-28,-3.888888888888889
Fulvestrant,Vorinostat,A498,-1.4444444444444444
Megestrol acetate,Gefitinib,OVCAR-3,-7.555555555555554
Zoledronic acid,Paclitaxel,KM12,-7.4444444444444455
Everolimus,Cladribine,HCT-116,-8.777777777777779
Everolimus,Tretinoin,IGROV1,-7.222222222222222
Mitotane,Docetaxel,A549/ATCC,-1.5555555555555556
Megestrol acetate,Lenalidomide,MDA-MB-231/ATCC,-17.444444444444443
Dasatinib,Docetaxel,A549/ATCC,-1.6666666666666667
Azacitidine,Cladribine,RPMI-8226,2.888888888888889
Vorinostat,Sirolimus,UACC-257,-3.4444444444444446
Mitotane,Dasatinib,LOX IMVI,0.7777777777777778
Romidepsin,Docetaxel,SNB-75,-3.7777777777777777
Vorinostat,Cladribine,NCI-H460,-3.888888888888889
Vorinostat,Tretinoin,RPMI-8226,14.444444444444445
Zoledronic acid,Dasatinib,MDA-MB-468,-0.2222222222222222
Azacitidine,Cladribine,SW-620,-2.6666666666666665
Azacitidine,Cladribine,SK-MEL-28,-6.5555555555555545
Dasatinib,Cladribine,BT-549,0.5555555555555556
Dasatinib,Celecoxib,A498,1.7777777777777777
Decitabine,Sirolimus,OVCAR-8,-3.888888888888889
Paclitaxel,Sirolimus,RPMI-8226,-6.888888888888888
Zoledronic acid,Romidepsin,SF-295,2.6666666666666665
Paclitaxel,Cladribine,UACC-62,4.111111111111111
Dasatinib,Vorinostat,SF-268,-0.7777777777777778
Megestrol acetate,Gefitinib,MCF7,-10.222222222222221
Fulvestrant,Everolimus,PC-3,25.0
Paclitaxel,Sirolimus,T-47D,-8.666666666666666
Dasatinib,Paclitaxel,SK-MEL-28,4.0
Paclitaxel,Celecoxib,LOX IMVI,6.777777777777778
Everolimus,Sirolimus,UACC-257,-5.111111111111111
Dasatinib,Azacitidine,SW-620,-0.7777777777777778
Nilotinib,Mitotane,DU-145,-8.11111111111111
Thalidomide,Azacitidine,SF-539,7.4444444444444455
Vorinostat,Celecoxib,SNB-75,-5.222222222222221
Everolimus,Sirolimus,UACC-62,2.2222222222222223
