src,src_name,dest,dest_name,weight,edge_type
332,CALM2,333,CALM3,0.26974023956184584,gene-gene
332,CALM2,334,CALML3,0.20846180400500694,gene-gene
332,CALM2,337,CAMK1,0.15741709464540085,gene-gene
332,CALM2,338,CAMK1D,0.18793143207828203,gene-gene
332,CALM2,339,CAMK2A,0.20204569151004156,gene-gene
332,CALM2,340,CAMK2B,0.17657857357213894,gene-gene
332,CALM2,341,CAMK2D,0.1281781659151117,gene-gene
332,CALM2,342,CAMK2G,0.14100815433387956,gene-gene
332,CALM2,343,CAMK4,0.24637391806269685,gene-gene
332,CALM2,344,CAMKK1,0.1907866708934307,gene-gene
332,CALM2,345,CAMKK2,0.17910436851282915,gene-gene
332,CALM2,364,CAV1,0.17136150412261486,gene-gene
332,CALM2,365,CAV2,0.2289948600033919,gene-gene
332,CALM2,366,CAV3,0.13300240753839412,gene-gene
332,CALM2,498,CNGB1,0.1860658104221026,gene-gene
332,CALM2,1104,HRAS,0.10497086060543855,gene-gene
332,CALM2,1280,KRAS,0.23941241654877862,gene-gene
332,CALM2,1551,MYLK,0.09912823202709357,gene-gene
332,CALM2,1552,MYLK3,0.19674954066673914,gene-gene
332,CALM2,1658,NOS1,0.1255688020028174,gene-gene
332,CALM2,1660,NOS3,0.13830246248592934,gene-gene
332,CALM2,1800,PDE1B,0.22498671958843866,gene-gene
332,CALM2,1801,PDE1C,0.17114161824186644,gene-gene
332,CALM2,1969,PPP3CA,0.2290265572567781,gene-gene
332,CALM2,1970,PPP3CC,0.13432381488382816,gene-gene
332,CALM2,1971,PPP3R1,0.17090865783393383,gene-gene
332,CALM2,1972,PPP3R2,0.08695086638908833,gene-gene
332,CALM2,2050,PYGB,0.1371501355121533,gene-gene
332,CALM2,2051,PYGL,0.17733265653563043,gene-gene
332,CALM2,2052,PYGM,0.10307442800452311,gene-gene
332,CALM2,2108,RASGRF1,0.1607901273916165,gene-gene
332,CALM2,2109,RASGRF2,0.09107182485361894,gene-gene
333,CALM3,44,ADCY1,0.18573502358049154,gene-gene
333,CALM3,45,ADCY2,0.07810362591408193,gene-gene
333,CALM3,46,ADCY3,0.17825519231458506,gene-gene
333,CALM3,47,ADCY4,0.1726752072572708,gene-gene
333,CALM3,48,ADCY5,0.08081838216943045,gene-gene
333,CALM3,49,ADCY6,0.2189423106610775,gene-gene
333,CALM3,50,ADCY7,0.17194611749922237,gene-gene
333,CALM3,51,ADCY8,0.2047453597187996,gene-gene
333,CALM3,52,ADCY9,0.150305500254035,gene-gene
333,CALM3,334,CALML3,0.1510031446814537,gene-gene
333,CALM3,337,CAMK1,0.13046318230529627,gene-gene
333,CALM3,338,CAMK1D,0.1369906865681211,gene-gene
333,CALM3,339,CAMK2A,0.17155557498335838,gene-gene
333,CALM3,340,CAMK2B,0.1335119636108478,gene-gene
333,CALM3,341,CAMK2D,0.20766145793701676,gene-gene
333,CALM3,342,CAMK2G,0.11553636519238353,gene-gene
333,CALM3,343,CAMK4,0.05051504463578264,gene-gene
333,CALM3,344,CAMKK1,0.13341838462899128,gene-gene
333,CALM3,345,CAMKK2,0.16253620673281452,gene-gene
333,CALM3,364,CAV1,0.23465164005756378,gene-gene
333,CALM3,365,CAV2,0.11727042154719432,gene-gene
333,CALM3,366,CAV3,0.1793046991030375,gene-gene
333,CALM3,498,CNGB1,0.20787792342404524,gene-gene
333,CALM3,1104,HRAS,0.18744647409766912,gene-gene
333,CALM3,1280,KRAS,0.1727538052946329,gene-gene
333,CALM3,1551,MYLK,0.16965424393614134,gene-gene
333,CALM3,1552,MYLK3,0.09521637267122667,gene-gene
333,CALM3,1658,NOS1,0.12619538449992737,gene-gene
333,CALM3,1660,NOS3,0.1706456591685613,gene-gene
333,CALM3,1800,PDE1B,0.16390448436141014,gene-gene
333,CALM3,1801,PDE1C,0.12811317139615616,gene-gene
333,CALM3,1969,PPP3CA,0.2157265217974782,gene-gene
333,CALM3,1970,PPP3CC,0.07133230151763807,gene-gene
333,CALM3,1971,PPP3R1,0.11324241322775681,gene-gene
333,CALM3,1972,PPP3R2,0.23906651604920626,gene-gene
333,CALM3,2050,PYGB,0.24072199407964945,gene-gene
333,CALM3,2051,PYGL,0.15064583159983158,gene-gene
333,CALM3,2052,PYGM,0.16216702635089555,gene-gene
333,CALM3,2108,RASGRF1,0.10823766297350328,gene-gene
333,CALM3,2109,RASGRF2,0.18027179641649127,gene-gene
334,CALML3,44,ADCY1,0.1694876542314887,gene-gene
334,CALML3,45,ADCY2,0.12228216727574666,gene-gene
334,CALML3,46,ADCY3,0.2597729805856943,gene-gene
334,CALML3,47,ADCY4,0.1193285725506333,gene-gene
334,CALML3,48,ADCY5,0.17238251011197767,gene-gene
334,CALML3,49,ADCY6,0.092650406062603,gene-gene
334,CALML3,50,ADCY7,0.11422021128237247,gene-gene
334,CALML3,51,ADCY8,0.26051437978943187,gene-gene
334,CALML3,52,ADCY9,0.16576155088841915,gene-gene
334,CALML3,337,CAMK1,0.15772591752465814,gene-gene
334,CALML3,338,CAMK1D,0.18976363663872084,gene-gene
334,CALML3,339,CAMK2A,0.1779153530175487,gene-gene
334,CALML3,340,CAMK2B,0.1490141749382019,gene-gene
334,CALML3,341,CAMK2D,0.22772083866099516,gene-gene
334,CALML3,342,CAMK2G,0.21916991410156092,gene-gene
334,CALML3,343,CAMK4,0.17289727514920136,gene-gene
334,CALML3,344,CAMKK1,0.10839271079748869,gene-gene
334,CALML3,345,CAMKK2,0.21781527499357858,gene-gene
334,CALML3,364,CAV1,0.14408027132352194,gene-gene
334,CALML3,365,CAV2,0.1963058883945147,gene-gene
334,CALML3,366,CAV3,0.1743522233252103,gene-gene
334,CALML3,498,CNGB1,0.11421033771087725,gene-gene
334,CALML3,1104,HRAS,0.2293186398843924,gene-gene
334,CALML3,1280,KRAS,0.08795544784516096,gene-gene
334,CALML3,1551,MYLK,0.21987459094574055,gene-gene
334,CALML3,1552,MYLK3,0.11400585683683555,gene-gene
334,CALML3,1658,NOS1,0.10241706770223875,gene-gene
334,CALML3,1660,NOS3,0.21224700702199092,gene-gene
334,CALML3,1800,PDE1B,0.1615422616402308,gene-gene
334,CALML3,1801,PDE1C,0.10378000357498725,gene-gene
334,CALML3,1969,PPP3CA,0.09235284710302949,gene-gene
334,CALML3,1970,PPP3CC,0.13976981583982706,gene-gene
334,CALML3,1971,PPP3R1,0.1782762793203195,gene-gene
334,CALML3,1972,PPP3R2,0.20611344650387764,gene-gene
334,CALML3,2050,PYGB,0.16386408110459647,gene-gene
334,CALML3,2051,PYGL,0.13082610505322614,gene-gene
334,CALML3,2052,PYGM,0.21199068364997706,gene-gene
334,CALML3,2108,RASGRF1,0.1972813942314436,gene-gene
334,CALML3,2109,RASGRF2,0.1628538022438685,gene-gene
335,CALR,295,C1QB,0.13817334407940507,gene-gene
335,CALR,296,C1QC,0.13180200941860676,gene-gene
335,CALR,1086,HLA-B,0.2078415018816789,gene-gene
335,CALR,1087,HLA-C,0.12715596395234266,gene-gene
335,CALR,1089,HLA-E,0.09159439900395228,gene-gene
335,CALR,1090,HLA-F,0.11685595475137234,gene-gene
337,CAMK1,173,ATF1,0.09013229763756196,gene-gene
337,CAMK1,174,ATF2,0.1520826787163969,gene-gene
337,CAMK1,175,ATF4,0.16704549764593443,gene-gene
337,CAMK1,177,ATF6B,0.2346825903902451,gene-gene
337,CAMK1,331,CALM1,0.09219633530786571,gene-gene
337,CAMK1,332,CALM2,0.07965289475396276,gene-gene
337,CAMK1,333,CALM3,0.1139459100862344,gene-gene
337,CAMK1,334,CALML3,0.14348134895165762,gene-gene
337,CAMK1,535,CREB1,0.2255032310883204,gene-gene
337,CAMK1,536,CREB3,0.1133294856796662,gene-gene
337,CAMK1,537,CREB3L1,0.2097999428709348,gene-gene
337,CAMK1,538,CREB3L2,0.2223128671757877,gene-gene
337,CAMK1,539,CREB3L3,0.13188618266334137,gene-gene
337,CAMK1,540,CREB3L4,0.1393669880926609,gene-gene
337,CAMK1,541,CREB5,0.09929367170358698,gene-gene
337,CAMK1,1104,HRAS,0.1595168293764194,gene-gene
337,CAMK1,1280,KRAS,0.19473248347640038,gene-gene
337,CAMK1,1660,NOS3,0.27914441252748173,gene-gene
338,CAMK1D,173,ATF1,0.09862316826608246,gene-gene
338,CAMK1D,174,ATF2,0.2184326322749257,gene-gene
338,CAMK1D,175,ATF4,0.16820490856965384,gene-gene
338,CAMK1D,177,ATF6B,0.19172200560569763,gene-gene
338,CAMK1D,331,CALM1,0.1842161708821853,gene-gene
338,CAMK1D,332,CALM2,0.07787633764867981,gene-gene
338,CAMK1D,333,CALM3,0.16587105207145214,gene-gene
338,CAMK1D,334,CALML3,0.20457842449347177,gene-gene
338,CAMK1D,535,CREB1,0.23787989063809314,gene-gene
338,CAMK1D,536,CREB3,0.14064572115118304,gene-gene
338,CAMK1D,537,CREB3L1,0.18337193350695694,gene-gene
338,CAMK1D,538,CREB3L2,0.13747838915636143,gene-gene
338,CAMK1D,539,CREB3L3,0.2356177487721046,gene-gene
338,CAMK1D,540,CREB3L4,0.1578167863190174,gene-gene
338,CAMK1D,541,CREB5,0.15096972727527222,gene-gene
338,CAMK1D,1104,HRAS,0.16323487646877766,gene-gene
338,CAMK1D,1280,KRAS,0.16413968079723418,gene-gene
338,CAMK1D,1660,NOS3,0.11067773805310328,gene-gene
339,CAMK2A,44,ADCY1,0.20573542453348637,gene-gene
339,CAMK2A,45,ADCY2,0.06424746716705461,gene-gene
339,CAMK2A,46,ADCY3,0.17094615319122872,gene-gene
339,CAMK2A,47,ADCY4,0.21097825902203718,gene-gene
339,CAMK2A,48,ADCY5,0.17534839113553366,gene-gene
339,CAMK2A,49,ADCY6,0.12142796216843028,gene-gene
339,CAMK2A,50,ADCY7,0.13748438625286022,gene-gene
339,CAMK2A,51,ADCY8,0.2894442652662595,gene-gene
339,CAMK2A,52,ADCY9,0.19358246214687824,gene-gene
339,CAMK2A,173,ATF1,0.2981368489563465,gene-gene
339,CAMK2A,174,ATF2,0.11753604304976761,gene-gene
339,CAMK2A,175,ATF4,0.1433314774185419,gene-gene
339,CAMK2A,177,ATF6B,0.19337526460488638,gene-gene
339,CAMK2A,305,CACNA1C,0.11828141349057357,gene-gene
339,CAMK2A,306,CACNA1D,0.15257908900578818,gene-gene
339,CAMK2A,310,CACNA2D1,0.09428778166572253,gene-gene
339,CAMK2A,311,CACNA2D2,0.1610535060365995,gene-gene
339,CAMK2A,312,CACNA2D3,0.1861923299729824,gene-gene
339,CAMK2A,313,CACNA2D4,0.0594454191547508,gene-gene
339,CAMK2A,314,CACNB1,0.24936381727457047,gene-gene
339,CAMK2A,315,CACNB2,0.13105236055950323,gene-gene
339,CAMK2A,316,CACNB3,0.20563502381749763,gene-gene
339,CAMK2A,317,CACNB4,0.10131335138188054,gene-gene
339,CAMK2A,318,CACNG1,0.1911151943107446,gene-gene
339,CAMK2A,319,CACNG2,0.08405766317931314,gene-gene
339,CAMK2A,320,CACNG3,0.12320989898095529,gene-gene
339,CAMK2A,321,CACNG4,0.17716413387097418,gene-gene
339,CAMK2A,322,CACNG6,0.18114600672076145,gene-gene
339,CAMK2A,323,CACNG7,0.11216755335529645,gene-gene
339,CAMK2A,331,CALM1,0.13953629592045522,gene-gene
339,CAMK2A,332,CALM2,0.1434573189665874,gene-gene
339,CAMK2A,333,CALM3,0.10762789721290271,gene-gene
339,CAMK2A,334,CALML3,0.11805743010093768,gene-gene
339,CAMK2A,414,CDC25C,0.18659078205625215,gene-gene
339,CAMK2A,535,CREB1,0.20138587321465215,gene-gene
339,CAMK2A,536,CREB3,0.13154001316676536,gene-gene
339,CAMK2A,537,CREB3L1,0.06857052554065983,gene-gene
339,CAMK2A,538,CREB3L2,0.2313177982966105,gene-gene
339,CAMK2A,539,CREB3L3,0.10201479215174913,gene-gene
339,CAMK2A,540,CREB3L4,0.18396798893809319,gene-gene
339,CAMK2A,541,CREB5,0.22260153541962305,gene-gene
339,CAMK2A,542,CREBBP,0.17094030852119127,gene-gene
339,CAMK2A,774,EP300,0.1951481169089675,gene-gene
339,CAMK2A,841,FBXO43,0.16281773041312894,gene-gene
339,CAMK2A,876,FLNB,0.18655502481851727,gene-gene
339,CAMK2A,877,FLNC,0.1724273165067037,gene-gene
339,CAMK2A,893,FOXO1,0.18436101575692496,gene-gene
339,CAMK2A,1017,GRIA1,0.15316531683007875,gene-gene
339,CAMK2A,1018,GRIA2,0.10607568050424258,gene-gene
339,CAMK2A,1032,GRM1,0.20814842049730942,gene-gene
339,CAMK2A,1104,HRAS,0.13510013247529665,gene-gene
339,CAMK2A,1280,KRAS,0.07160968426615,gene-gene
339,CAMK2A,1402,MAPK1,0.2340849464138349,gene-gene
339,CAMK2A,1407,MAPK3,0.21048260355989137,gene-gene
339,CAMK2A,1658,NOS1,0.19746207570036253,gene-gene
339,CAMK2A,1660,NOS3,0.17195895686745644,gene-gene
339,CAMK2A,1799,PDE10A,0.1438534501940012,gene-gene
339,CAMK2A,1802,PDE3A,0.1337912174834249,gene-gene
339,CAMK2A,1803,PDE3B,0.1565877062578996,gene-gene
339,CAMK2A,1804,PDE4A,0.24951951454083124,gene-gene
339,CAMK2A,1805,PDE4B,0.13539945955077806,gene-gene
339,CAMK2A,1806,PDE4C,0.2984290060897668,gene-gene
339,CAMK2A,1807,PDE4D,0.17596856240803996,gene-gene
339,CAMK2A,1868,PIK3C3,0.14839218308528265,gene-gene
339,CAMK2A,2091,RAP1A,0.16600894089788198,gene-gene
339,CAMK2A,2092,RAP1B,0.09558497369289398,gene-gene
339,CAMK2A,2218,RYR2,0.1370333693921566,gene-gene
339,CAMK2A,2232,SCN1B,0.46907296280066174,gene-gene
339,CAMK2A,2233,SCN4B,0.1130832484147201,gene-gene
339,CAMK2A,2234,SCN5A,0.1353612318634987,gene-gene
339,CAMK2A,2323,SLC25A31,0.11322275983790557,gene-gene
339,CAMK2A,2324,SLC25A4,0.120713140834899,gene-gene
339,CAMK2A,2342,SLC6A3,0.24786456736425558,gene-gene
339,CAMK2A,2436,STAT1,0.20031825515131155,gene-gene
339,CAMK2A,2611,TRPV1,0.19650261787076792,gene-gene
339,CAMK2A,2696,VDAC1,0.20401132355133691,gene-gene
339,CAMK2A,2697,VDAC2,0.17411706255127987,gene-gene
339,CAMK2A,2698,VDAC3,0.10584631050005555,gene-gene
340,CAMK2B,44,ADCY1,0.11291487142443657,gene-gene
340,CAMK2B,45,ADCY2,0.16347298274437586,gene-gene
340,CAMK2B,46,ADCY3,0.15119204049309096,gene-gene
340,CAMK2B,47,ADCY4,0.24782461921374002,gene-gene
340,CAMK2B,48,ADCY5,0.13271856121718884,gene-gene
340,CAMK2B,49,ADCY6,0.1559314907838901,gene-gene
340,CAMK2B,50,ADCY7,0.22803473891690373,gene-gene
340,CAMK2B,51,ADCY8,0.1800442885917922,gene-gene
340,CAMK2B,52,ADCY9,0.06530655899647779,gene-gene
340,CAMK2B,173,ATF1,0.22463596736391386,gene-gene
340,CAMK2B,174,ATF2,0.11507160598800208,gene-gene
340,CAMK2B,175,ATF4,0.1898484599466125,gene-gene
340,CAMK2B,177,ATF6B,0.09924840896079938,gene-gene
340,CAMK2B,305,CACNA1C,0.1837826461220781,gene-gene
340,CAMK2B,306,CACNA1D,0.07235813428026934,gene-gene
340,CAMK2B,310,CACNA2D1,0.22813820941761756,gene-gene
340,CAMK2B,311,CACNA2D2,0.08968638069927692,gene-gene
340,CAMK2B,312,CACNA2D3,0.20647463078300157,gene-gene
340,CAMK2B,313,CACNA2D4,0.15169441948334375,gene-gene
340,CAMK2B,314,CACNB1,0.20637782166401544,gene-gene
340,CAMK2B,315,CACNB2,0.19472745906872055,gene-gene
340,CAMK2B,316,CACNB3,0.15395899148037037,gene-gene
340,CAMK2B,317,CACNB4,0.07347452857842048,gene-gene
340,CAMK2B,318,CACNG1,0.13470640623321137,gene-gene
340,CAMK2B,319,CACNG2,0.20416354682917395,gene-gene
340,CAMK2B,320,CACNG3,0.10400186843859653,gene-gene
340,CAMK2B,321,CACNG4,0.090738653515776,gene-gene
340,CAMK2B,322,CACNG6,0.199475834146142,gene-gene
340,CAMK2B,323,CACNG7,0.24266923746714988,gene-gene
340,CAMK2B,331,CALM1,0.1715158075094223,gene-gene
340,CAMK2B,332,CALM2,0.1852167503287395,gene-gene
340,CAMK2B,333,CALM3,0.20862673968076706,gene-gene
340,CAMK2B,334,CALML3,0.10915826478352149,gene-gene
340,CAMK2B,414,CDC25C,0.10712234334399302,gene-gene
340,CAMK2B,535,CREB1,0.16646968511243662,gene-gene
340,CAMK2B,536,CREB3,0.18370910423497358,gene-gene
340,CAMK2B,537,CREB3L1,0.2687918928762277,gene-gene
340,CAMK2B,538,CREB3L2,0.11884536780416965,gene-gene
340,CAMK2B,539,CREB3L3,0.24008336663246155,gene-gene
340,CAMK2B,540,CREB3L4,0.18937933879594007,gene-gene
340,CAMK2B,541,CREB5,0.11560662960012753,gene-gene
340,CAMK2B,542,CREBBP,0.08392862789332867,gene-gene
340,CAMK2B,774,EP300,0.23983210573593775,gene-gene
340,CAMK2B,841,FBXO43,0.08461303139726321,gene-gene
340,CAMK2B,876,FLNB,0.134434275329113,gene-gene
340,CAMK2B,877,FLNC,0.1765840120303134,gene-gene
340,CAMK2B,893,FOXO1,0.1619194457307458,gene-gene
340,CAMK2B,1017,GRIA1,0.16094504669308662,gene-gene
340,CAMK2B,1018,GRIA2,0.2974736653268337,gene-gene
340,CAMK2B,1032,GRM1,0.13582027734567723,gene-gene
340,CAMK2B,1104,HRAS,0.19924329842130342,gene-gene
340,CAMK2B,1280,KRAS,0.20697644601265588,gene-gene
340,CAMK2B,1402,MAPK1,0.1353251893694202,gene-gene
340,CAMK2B,1407,MAPK3,0.15957749945422015,gene-gene
340,CAMK2B,1658,NOS1,0.14801566302776337,gene-gene
340,CAMK2B,1660,NOS3,0.12313129697092033,gene-gene
340,CAMK2B,1799,PDE10A,0.1340883324543635,gene-gene
340,CAMK2B,1802,PDE3A,0.10446950296560924,gene-gene
340,CAMK2B,1803,PDE3B,0.1564044440165162,gene-gene
340,CAMK2B,1804,PDE4A,0.12392568091551463,gene-gene
340,CAMK2B,1805,PDE4B,0.1830499560261766,gene-gene
340,CAMK2B,1806,PDE4C,0.21693429599205652,gene-gene
340,CAMK2B,1807,PDE4D,0.2222967358926932,gene-gene
340,CAMK2B,1868,PIK3C3,0.19282091533144316,gene-gene
340,CAMK2B,2091,RAP1A,0.16549096520369252,gene-gene
340,CAMK2B,2092,RAP1B,0.135876240208745,gene-gene
340,CAMK2B,2218,RYR2,0.1051591398815314,gene-gene
340,CAMK2B,2232,SCN1B,0.11784973911320169,gene-gene
340,CAMK2B,2233,SCN4B,0.11345431643227737,gene-gene
340,CAMK2B,2234,SCN5A,0.25363054995735484,gene-gene
340,CAMK2B,2323,SLC25A31,0.15426418309410414,gene-gene
340,CAMK2B,2324,SLC25A4,0.1413675881922245,gene-gene
340,CAMK2B,2342,SLC6A3,0.12242361592749755,gene-gene
340,CAMK2B,2436,STAT1,0.25262533966451883,gene-gene
340,CAMK2B,2611,TRPV1,0.14574364169190326,gene-gene
340,CAMK2B,2696,VDAC1,0.1973859230056405,gene-gene
340,CAMK2B,2697,VDAC2,0.15014914644416422,gene-gene
340,CAMK2B,2698,VDAC3,0.13643687051565698,gene-gene
341,CAMK2D,44,ADCY1,0.2680798222621282,gene-gene
341,CAMK2D,45,ADCY2,0.10369649358714621,gene-gene
341,CAMK2D,46,ADCY3,0.13752734350661436,gene-gene
341,CAMK2D,47,ADCY4,0.2800617441534996,gene-gene
341,CAMK2D,48,ADCY5,0.10699423449113965,gene-gene
341,CAMK2D,49,ADCY6,0.2026405268892025,gene-gene
341,CAMK2D,50,ADCY7,0.1120292292907834,gene-gene
341,CAMK2D,51,ADCY8,0.2368043785293897,gene-gene
341,CAMK2D,52,ADCY9,0.11190898918236296,gene-gene
341,CAMK2D,173,ATF1,0.2588026247297724,gene-gene
341,CAMK2D,174,ATF2,0.25515931472182274,gene-gene
341,CAMK2D,175,ATF4,0.15761841585238776,gene-gene
341,CAMK2D,177,ATF6B,0.12253573723137379,gene-gene
341,CAMK2D,305,CACNA1C,0.1644312503437201,gene-gene
341,CAMK2D,306,CACNA1D,0.21921253638962904,gene-gene
341,CAMK2D,310,CACNA2D1,0.18556516617536545,gene-gene
341,CAMK2D,311,CACNA2D2,0.20843160400787988,gene-gene
341,CAMK2D,312,CACNA2D3,0.07361677133788665,gene-gene
341,CAMK2D,313,CACNA2D4,0.25775694847106934,gene-gene
341,CAMK2D,314,CACNB1,0.18281891631583372,gene-gene
341,CAMK2D,315,CACNB2,0.11077049560844898,gene-gene
341,CAMK2D,316,CACNB3,0.12697893815735975,gene-gene
341,CAMK2D,317,CACNB4,0.1607311231394609,gene-gene
341,CAMK2D,318,CACNG1,0.2332475564132134,gene-gene
341,CAMK2D,319,CACNG2,0.14082373368243375,gene-gene
341,CAMK2D,320,CACNG3,0.2198313344269991,gene-gene
341,CAMK2D,321,CACNG4,0.16192083060741425,gene-gene
341,CAMK2D,322,CACNG6,0.09883642786492904,gene-gene
341,CAMK2D,323,CACNG7,0.17624601038793722,gene-gene
341,CAMK2D,331,CALM1,0.09205298249920209,gene-gene
341,CAMK2D,332,CALM2,0.21047708361099163,gene-gene
341,CAMK2D,333,CALM3,0.19165769778192043,gene-gene
341,CAMK2D,334,CALML3,0.23851090297102928,gene-gene
341,CAMK2D,414,CDC25C,0.18958480035265288,gene-gene
341,CAMK2D,535,CREB1,0.16801647143438458,gene-gene
341,CAMK2D,536,CREB3,0.18645070244868597,gene-gene
341,CAMK2D,537,CREB3L1,0.21522963023744524,gene-gene
341,CAMK2D,538,CREB3L2,0.19275460205972195,gene-gene
341,CAMK2D,539,CREB3L3,0.14970136744280657,gene-gene
341,CAMK2D,540,CREB3L4,0.12024292970697086,gene-gene
341,CAMK2D,541,CREB5,0.1273965445579961,gene-gene
341,CAMK2D,542,CREBBP,0.13105541033049425,gene-gene
341,CAMK2D,774,EP300,0.07043547322973609,gene-gene
341,CAMK2D,841,FBXO43,0.17377308321495852,gene-gene
341,CAMK2D,876,FLNB,0.10261249961331487,gene-gene
341,CAMK2D,877,FLNC,0.13104769804825386,gene-gene
341,CAMK2D,893,FOXO1,0.3249349556863308,gene-gene
341,CAMK2D,1017,GRIA1,0.13533079453433552,gene-gene
341,CAMK2D,1018,GRIA2,0.09405909820149343,gene-gene
341,CAMK2D,1032,GRM1,0.19776507715384165,gene-gene
341,CAMK2D,1104,HRAS,0.11564947992640857,gene-gene
341,CAMK2D,1280,KRAS,0.1890720147639513,gene-gene
341,CAMK2D,1402,MAPK1,0.23670816545685133,gene-gene
341,CAMK2D,1407,MAPK3,0.13649612851440907,gene-gene
341,CAMK2D,1658,NOS1,0.23960977296034494,gene-gene
341,CAMK2D,1660,NOS3,0.14182965674748024,gene-gene
341,CAMK2D,1799,PDE10A,0.1788893515865008,gene-gene
341,CAMK2D,1802,PDE3A,0.18760844242448607,gene-gene
341,CAMK2D,1803,PDE3B,0.17699856093774238,gene-gene
341,CAMK2D,1804,PDE4A,0.16282291004123786,gene-gene
341,CAMK2D,1805,PDE4B,0.1286306989689668,gene-gene
341,CAMK2D,1806,PDE4C,0.2013646528745691,gene-gene
341,CAMK2D,1807,PDE4D,0.20638789546986422,gene-gene
341,CAMK2D,1868,PIK3C3,0.04319421947002411,gene-gene
341,CAMK2D,2091,RAP1A,0.13874604925513268,gene-gene
341,CAMK2D,2092,RAP1B,0.15141410753130913,gene-gene
341,CAMK2D,2218,RYR2,0.08169214337249286,gene-gene
341,CAMK2D,2232,SCN1B,0.26737102773040533,gene-gene
341,CAMK2D,2233,SCN4B,0.10186521491656701,gene-gene
341,CAMK2D,2234,SCN5A,0.15400684686998525,gene-gene
341,CAMK2D,2323,SLC25A31,0.11734831930759053,gene-gene
341,CAMK2D,2324,SLC25A4,0.15174941966931024,gene-gene
341,CAMK2D,2342,SLC6A3,0.11936693514386813,gene-gene
341,CAMK2D,2436,STAT1,0.14964382474621138,gene-gene
341,CAMK2D,2611,TRPV1,0.06751877977512777,gene-gene
341,CAMK2D,2696,VDAC1,0.1059007765725255,gene-gene
341,CAMK2D,2697,VDAC2,0.16772442605967322,gene-gene
341,CAMK2D,2698,VDAC3,0.20967842390139899,gene-gene
342,CAMK2G,44,ADCY1,0.16468121173481146,gene-gene
342,CAMK2G,45,ADCY2,0.2706631376446846,gene-gene
342,CAMK2G,46,ADCY3,0.16813638371725878,gene-gene
342,CAMK2G,47,ADCY4,0.174310103058815,gene-gene
342,CAMK2G,48,ADCY5,0.24490714011092982,gene-gene
342,CAMK2G,49,ADCY6,0.18748690653592348,gene-gene
342,CAMK2G,50,ADCY7,0.17155250099798044,gene-gene
342,CAMK2G,51,ADCY8,0.19181597977876663,gene-gene
342,CAMK2G,52,ADCY9,0.24047316486636797,gene-gene
342,CAMK2G,173,ATF1,0.1318030267332991,gene-gene
342,CAMK2G,174,ATF2,0.18396448902785778,gene-gene
342,CAMK2G,175,ATF4,0.19287376361899078,gene-gene
342,CAMK2G,177,ATF6B,0.23111804078022638,gene-gene
342,CAMK2G,305,CACNA1C,0.13250127558906874,gene-gene
342,CAMK2G,306,CACNA1D,0.0735879127557079,gene-gene
342,CAMK2G,310,CACNA2D1,0.14620424434542656,gene-gene
342,CAMK2G,311,CACNA2D2,0.1402136393201848,gene-gene
342,CAMK2G,312,CACNA2D3,0.16648970792690912,gene-gene
342,CAMK2G,313,CACNA2D4,0.15965298501153788,gene-gene
342,CAMK2G,314,CACNB1,0.14920056549211344,gene-gene
342,CAMK2G,315,CACNB2,0.13357470153520504,gene-gene
342,CAMK2G,316,CACNB3,0.26071328048904735,gene-gene
342,CAMK2G,317,CACNB4,0.17852075584232807,gene-gene
342,CAMK2G,318,CACNG1,0.13707393423343697,gene-gene
342,CAMK2G,319,CACNG2,0.20409420474121967,gene-gene
342,CAMK2G,320,CACNG3,0.11463434299609314,gene-gene
342,CAMK2G,321,CACNG4,0.09735356100524466,gene-gene
342,CAMK2G,322,CACNG6,0.23854991483191648,gene-gene
342,CAMK2G,323,CACNG7,0.13001378004749617,gene-gene
342,CAMK2G,331,CALM1,0.23599097381035486,gene-gene
342,CAMK2G,332,CALM2,0.17922259867191315,gene-gene
342,CAMK2G,333,CALM3,0.2619052703181903,gene-gene
342,CAMK2G,334,CALML3,0.2409764640033245,gene-gene
342,CAMK2G,414,CDC25C,0.20950139003495374,gene-gene
342,CAMK2G,535,CREB1,0.1912081198145946,gene-gene
342,CAMK2G,536,CREB3,0.11462535103783011,gene-gene
342,CAMK2G,537,CREB3L1,0.18862012525399527,gene-gene
342,CAMK2G,538,CREB3L2,0.16925937024643645,gene-gene
342,CAMK2G,539,CREB3L3,0.16705605667084455,gene-gene
342,CAMK2G,540,CREB3L4,0.23361353995278478,gene-gene
342,CAMK2G,541,CREB5,0.2746219225227833,gene-gene
342,CAMK2G,542,CREBBP,0.21273294650018215,gene-gene
342,CAMK2G,774,EP300,0.29207293192545575,gene-gene
342,CAMK2G,841,FBXO43,0.18697220428536335,gene-gene
342,CAMK2G,876,FLNB,0.16285281628370285,gene-gene
342,CAMK2G,877,FLNC,0.27622947469353676,gene-gene
342,CAMK2G,893,FOXO1,0.16111028931724528,gene-gene
342,CAMK2G,1017,GRIA1,0.2434048391878605,gene-gene
342,CAMK2G,1018,GRIA2,0.2667026420434316,gene-gene
342,CAMK2G,1032,GRM1,0.17990517430007458,gene-gene
342,CAMK2G,1104,HRAS,0.18333864770829678,gene-gene
342,CAMK2G,1280,KRAS,0.163008543352286,gene-gene
342,CAMK2G,1402,MAPK1,0.19092919180790582,gene-gene
342,CAMK2G,1407,MAPK3,0.17154598888009787,gene-gene
